time,Avior,Josephine
8736,0,0
8737,0,13
8738,0,0
8739,0,0
8740,0,0
8741,0,0
8742,0,0
8743,0,0
8744,0,0
8745,0,0
8746,0,6
8747,0,0
8748,0,0
8749,0,0
8750,0,0
8751,0,0
8752,0,0
8753,0,0
8754,0,0
8755,0,0
8756,0,0
8757,0,0
8758,0,0
8759,0,0
8760,0,0
8761,0,0
8762,0,0
8763,0,0
8764,0,0
8765,0,0
8766,0,0
8767,6,5
8768,0,0
8769,0,0
8770,5,21
8771,0,0
8772,0,0
8773,0,0
8774,0,0
8775,0,0
8776,0,0
8777,0,0
8778,0,0
8779,0,0
8780,5,0
8781,43,183
8782,45,198
8783,0,48
8784,0,0
8785,0,0
8786,0,0
8787,0,0
8788,0,0
8789,9,0
8790,0,0
8791,0,0
8792,0,0
8793,0,0
8794,0,0
8795,0,0
8796,0,0
8797,0,0
8798,18,27
8799,0,0
8800,0,7
8801,39,0
8802,0,70
8803,0,204
8804,6,6
8805,0,0
8806,0,0
8807,0,0
8808,0,0
8809,0,0
8810,19,182
8811,0,215
8812,0,215
8813,0,134
8814,0,128
8815,0,235
8816,0,91
8817,0,9
8818,0,4
8819,0,43
8820,32,0
8821,0,0
8822,0,0
8823,0,0
8824,0,0
8825,0,0
8826,0,0
8827,0,0
8828,0,0
8829,0,0
8830,0,0
8831,0,0
8832,0,0
8833,18,12
8834,0,0
8835,0,0
8836,0,0
8837,0,0
8838,0,0
8839,25,0
8840,0,0
8841,0,0
8842,0,0
8843,0,0
8844,20,49
8845,9,329
8846,56,149
8847,4,202
8848,0,213
8849,0,0
8850,0,0
8851,0,0
8852,0,0
8853,0,10
8854,0,6
8855,0,0
8856,0,0
8857,0,0
8858,0,0
8859,0,0
8860,0,0
8861,0,6
8862,0,0
8863,0,0
8864,0,0
8865,0,0
8866,0,0
8867,0,0
8868,0,0
8869,0,0
8870,0,0
8871,0,0
8872,0,13
8873,0,36
8874,0,0
8875,0,10
8876,0,0
8877,0,0
8878,0,0
8879,24,7
8880,305,4
8881,269,296
8882,424,349
8883,387,172
8884,191,108
8885,103,51
8886,10,132
8887,0,45
8888,0,17
8889,0,214
8890,4,87
8891,236,49
8892,310,0
8893,210,0
8894,365,0
8895,25,0
8896,43,0
8897,9,0
8898,0,9
8899,11,0
8900,0,0
8901,0,0
8902,0,0
8903,0,0
8904,0,0
8905,0,0
8906,0,0
8907,0,0
8908,0,0
8909,0,0
8910,0,0
8911,0,0
8912,0,0
8913,0,0
8914,0,0
8915,0,0
8916,0,0
8917,0,0
8918,0,0
8919,0,0
8920,0,0
8921,0,0
8922,0,0
8923,0,0
8924,0,0
8925,0,0
8926,5,0
8927,0,0
8928,6,4
8929,405,0
8930,268,0
8931,0,0
8932,0,0
8933,65,19
8934,382,0
8935,566,44
8936,1084,467
8937,614,712
8938,48,382
8939,344,26
8940,399,109
8941,121,16
8942,360,13
8943,936,37
8944,21,0
8945,0,82
8946,0,14
8947,397,5
8948,452,334
8949,661,409
8950,84,298
8951,327,288
8952,638,293
8953,296,5
8954,554,83
8955,188,4
8956,173,0
8957,0,0
8958,429,7
8959,654,30
8960,524,9
8961,520,401
8962,1095,387
8963,451,252
8964,878,96
8965,776,280
8966,269,116
8967,512,119
8968,1787,146
8969,1344,283
8970,790,231
8971,1043,276
8972,1539,55
8973,632,519
8974,1144,165
8975,590,186
8976,1480,819
8977,599,611
8978,1099,11
8979,1129,71
8980,1189,317
8981,520,263
8982,595,281
8983,237,373
8984,102,175
8985,156,0
8986,323,4
8987,273,0
8988,0,0
8989,131,26
8990,178,232
8991,403,0
8992,157,24
8993,0,5
8994,0,0
8995,0,0
8996,27,7
8997,0,0
8998,0,5
8999,0,0
9000,0,0
9001,0,0
9002,0,0
9003,0,0
9004,0,0
9005,0,0
9006,0,6
9007,7,0
9008,0,0
9009,0,0
9010,0,0
9011,0,0
9012,0,0
9013,0,24
9014,0,0
9015,0,0
9016,0,0
9017,34,5
9018,0,51
9019,37,140
9020,7,0
9021,0,6
9022,0,0
9023,0,0
9024,0,0
9025,0,0
9026,0,0
9027,0,27
9028,0,0
9029,0,0
9030,0,0
9031,0,0
9032,0,0
9033,0,0
9034,0,0
9035,0,0
9036,0,0
9037,0,0
9038,12,5
9039,0,0
9040,21,0
9041,11,0
9042,0,0
9043,0,0
9044,199,458
9045,254,475
9046,168,337
9047,447,271
9048,367,67
9049,324,181
9050,383,382
9051,143,425
9052,182,157
9053,244,559
9054,45,175
9055,347,540
9056,30,355
9057,411,204
9058,529,177
9059,103,4
9060,334,4
9061,1294,718
9062,294,302
9063,239,254
9064,6,50
9065,128,16
9066,220,16
9067,124,60
9068,46,11
9069,0,30
9070,0,67
9071,162,158
9072,0,119
9073,344,440
9074,189,340
9075,0,358
9076,121,109
9077,194,19
9078,482,213
9079,144,49
9080,17,165
9081,132,70
9082,169,91
9083,14,7
9084,27,210
9085,37,64
9086,0,182
9087,97,236
9088,26,89
9089,143,55
9090,69,142
9091,4,95
9092,201,155
9093,32,158
9094,47,275
9095,253,52
9096,171,65
9097,354,269
9098,200,112
9099,423,170
9100,223,264
9101,87,270
9102,422,547
9103,117,49
9104,709,129
9105,320,47
9106,18,38
9107,36,155
9108,97,346
9109,25,310
9110,9,29
9111,0,60
9112,0,201
9113,0,25
9114,9,24
9115,0,23
9116,0,54
9117,0,11
9118,0,0
9119,4,46
9120,0,91
9121,0,269
9122,0,82
9123,0,345
9124,0,168
9125,0,304
9126,0,54
9127,0,223
9128,0,321
9129,0,23
9130,0,61
9131,0,26
9132,0,150
9133,5,138
9134,10,6
9135,0,102
9136,0,76
9137,0,31
9138,0,5
9139,0,75
9140,9,125
9141,100,73
9142,8,61
9143,20,90
9144,23,484
9145,0,55
9146,0,316
9147,4,16
9148,0,46
9149,5,24
9150,0,56
9151,0,27
9152,0,0
9153,6,59
9154,11,4
9155,10,37
9156,0,0
9157,0,0
9158,0,44
9159,0,6
9160,13,285
9161,0,241
9162,23,287
9163,258,574
9164,165,86
9165,704,70
9166,65,95
9167,51,112
9168,76,19
9169,110,6
9170,113,50
9171,62,47
9172,17,8
9173,49,22
9174,24,44
9175,99,327
9176,45,284
9177,170,304
9178,31,30
9179,30,239
9180,65,167
9181,67,286
9182,164,405
9183,197,89
9184,126,159
9185,309,640
9186,530,279
9187,46,30
9188,135,519
9189,490,145
9190,246,210
9191,82,389
9192,77,5
9193,340,300
9194,36,377
9195,568,21
9196,533,370
9197,91,295
9198,65,295
9199,77,118
9200,53,57
9201,53,241
9202,265,15
9203,602,7
9204,631,0
9205,278,143
9206,419,85
9207,599,138
9208,599,25
9209,682,0
9210,309,0
9211,603,17
9212,551,243
9213,738,73
9214,497,17
9215,506,0
9216,568,0
9217,150,253
9218,56,160
9219,376,221
9220,775,181
9221,320,202
9222,391,0
9223,413,119
9224,522,94
9225,463,45
9226,469,318
9227,173,445
9228,49,110
9229,126,273
9230,225,334
9231,479,36
9232,365,4
9233,190,20
9234,12,4
9235,37,4
9236,0,137
9237,30,391
9238,23,48
9239,46,6
9240,9,16
9241,14,0
9242,0,0
9243,0,0
9244,5,0
9245,95,0
9246,17,36
9247,138,23
9248,824,10
9249,286,9
9250,189,5
9251,0,112
9252,175,0
9253,199,4
9254,302,0
9255,74,18
9256,83,0
9257,0,4
9258,0,0
9259,15,22
9260,0,0
9261,228,0
9262,301,5
9263,242,0
9264,53,0
9265,69,0
9266,0,0
9267,4,0
9268,0,0
9269,0,0
9270,0,0
9271,0,0
9272,0,0
9273,0,30
9274,0,4
9275,4,143
9276,0,212
9277,0,4
9278,0,5
9279,0,6
9280,0,22
9281,0,40
9282,0,8
9283,0,0
9284,0,0
9285,0,0
9286,0,0
9287,0,0
9288,0,0
9289,43,15
9290,0,0
9291,0,0
9292,0,0
9293,0,56
9294,0,185
9295,74,60
9296,23,319
9297,0,6
9298,17,204
9299,19,199
9300,365,4
9301,343,0
9302,240,27
9303,193,47
9304,716,121
9305,413,49
9306,608,113
9307,44,371
9308,697,663
9309,688,161
9310,142,363
9311,89,924
9312,321,530
9313,342,132
9314,424,16
9315,425,45
9316,75,4
9317,9,465
9318,59,283
9319,219,385
9320,849,18
9321,324,0
9322,397,46
9323,929,15
9324,362,339
9325,1144,139
9326,206,43
9327,632,31
9328,411,396
9329,352,224
9330,516,0
9331,253,178
9332,202,359
9333,133,141
9334,23,9
9335,55,411
9336,127,350
9337,39,57
9338,42,85
9339,238,87
9340,246,270
9341,338,417
9342,233,0
9343,436,142
9344,628,172
9345,477,190
9346,388,195
9347,560,610
9348,429,198
9349,250,391
9350,218,305
9351,22,336
9352,273,180
9353,0,355
9354,4,36
9355,167,21
9356,4,4
9357,0,21
9358,474,14
9359,33,5
9360,388,6
9361,198,0
9362,185,22
9363,197,20
9364,116,75
9365,68,536
9366,670,193
9367,1147,21
9368,1124,16
9369,584,17
9370,696,5
9371,535,73
9372,267,281
9373,661,600
9374,585,192
9375,309,34
9376,759,45
9377,358,9
9378,217,0
9379,939,89
9380,581,1068
9381,312,188
9382,10,51
9383,222,136
9384,266,196
9385,376,102
9386,340,31
9387,210,71
9388,694,39
9389,862,81
9390,796,281
9391,14,127
9392,440,42
9393,190,362
9394,38,34
9395,44,10
9396,213,6
9397,83,0
9398,165,9
9399,13,0
9400,0,0
9401,0,0
9402,0,0
9403,5,30
9404,0,20
9405,0,32
9406,0,5
9407,0,17
9408,15,0
9409,0,30
9410,0,123
9411,0,40
9412,0,48
9413,10,48
9414,130,0
9415,0,9
9416,4,0
9417,0,4
9418,0,12
9419,0,0
9420,18,34
9421,4,214
9422,29,184
9423,79,131
9424,256,21
9425,234,184
9426,99,305
9427,95,226
9428,115,341
9429,305,92
9430,241,112
9431,549,544
9432,111,21
9433,21,763
9434,21,272
9435,21,516
9436,0,512
9437,0,730
9438,10,443
9439,53,121
9440,35,129
9441,109,397
9442,231,604
9443,564,410
9444,607,166
9445,448,245
9446,484,384
9447,82,25
9448,23,24
9449,196,39
9450,186,26
9451,548,9
9452,592,885
9453,324,442
9454,155,279
9455,332,206
9456,611,0
9457,293,152
9458,94,303
9459,55,279
9460,9,272
9461,73,40
9462,10,118
9463,7,35
9464,0,26
9465,182,0
9466,29,4
9467,4,25
9468,0,20
9469,0,30
9470,0,20
9471,0,0
9472,0,20
9473,0,0
9474,0,31
9475,51,284
9476,15,4
9477,5,5
9478,0,0
9479,0,0
9480,7,0
9481,17,34
9482,82,67
9483,204,59
9484,229,24
9485,318,31
9486,251,39
9487,209,37
9488,84,0
9489,42,18
9490,79,342
9491,49,142
9492,33,177
9493,109,17
9494,227,84
9495,310,155
9496,9,409
9497,214,159
9498,776,179
9499,289,302
9500,397,172
9501,254,5
9502,267,84
9503,498,5
9504,258,146
9505,165,24
9506,441,285
9507,22,10
9508,10,69
9509,0,241
9510,654,6
9511,79,5
9512,385,216
9513,128,76
9514,214,19
9515,1429,930
9516,293,573
9517,143,535
9518,228,581
9519,540,84
9520,122,73
9521,94,38
9522,57,297
9523,72,91
9524,132,243
9525,56,54
9526,34,27
9527,86,87
9528,150,190
9529,37,271
9530,144,543
9531,191,163
9532,0,155
9533,309,117
9534,219,21
9535,359,0
9536,470,243
9537,497,604
9538,254,203
9539,373,485
9540,637,39
9541,417,82
9542,110,988
9543,461,1254
9544,230,144
9545,487,68
9546,33,208
9547,148,147
9548,225,122
9549,261,215
9550,149,400
9551,185,310
9552,317,190
9553,282,199
9554,61,30
9555,394,0
9556,165,178
9557,18,100
9558,702,69
9559,39,319
9560,49,183
9561,80,10
9562,0,0
9563,66,0
9564,26,15
9565,75,41
9566,7,76
9567,186,18
9568,4,5
9569,900,33
9570,1257,932
9571,314,235
9572,123,110
9573,129,11
9574,533,4
9575,369,0
9576,400,57
9577,370,0
9578,102,0
9579,140,0
9580,26,5
9581,21,0
9582,0,11
9583,4,22
9584,0,0
9585,0,0
9586,0,0
9587,0,0
9588,0,0
9589,0,13
9590,4,5
9591,6,0
9592,0,41
9593,0,0
9594,0,0
9595,0,0
9596,0,19
9597,0,0
9598,0,0
9599,0,5
9600,0,0
9601,0,0
9602,0,0
9603,7,0
9604,22,9
9605,0,0
9606,0,0
9607,0,0
9608,0,0
9609,0,8
9610,0,9
9611,0,14
9612,0,0
9613,0,7
9614,0,249
9615,23,4
9616,29,0
9617,0,0
9618,0,0
9619,0,0
9620,0,0
9621,0,14
9622,0,98
9623,0,317
9624,0,289
9625,0,265
9626,4,76
9627,59,138
9628,211,306
9629,68,42
9630,4,587
9631,66,732
9632,379,1285
9633,795,1529
9634,679,1440
9635,1388,1737
9636,2154,1628
9637,1592,415
9638,1246,0
9639,777,603
9640,1108,1380
9641,904,1529
9642,1112,1220
9643,765,716
9644,775,999
9645,348,1680
9646,799,242
9647,843,35
9648,672,111
9649,355,508
9650,992,371
9651,726,273
9652,94,303
9653,331,130
9654,222,827
9655,811,635
9656,444,208
9657,497,146
9658,197,195
9659,726,250
9660,348,707
9661,255,1049
9662,390,453
9663,102,246
9664,200,172
9665,128,621
9666,180,419
9667,362,14
9668,337,165
9669,379,0
9670,322,10
9671,326,143
9672,34,89
9673,237,139
9674,396,355
9675,418,696
9676,137,833
9677,847,1020
9678,303,491
9679,298,107
9680,520,12
9681,266,79
9682,196,79
9683,278,98
9684,482,275
9685,356,191
9686,40,396
9687,36,397
9688,25,104
9689,204,130
9690,488,13
9691,331,260
9692,127,175
9693,551,0
9694,596,5
9695,1388,385
9696,644,339
9697,115,306
9698,106,9
9699,958,1451
9700,336,117
9701,662,179
9702,821,73
9703,143,34
9704,434,385
9705,15,43
9706,51,244
9707,527,520
9708,230,79
9709,77,326
9710,32,355
9711,171,331
9712,96,291
9713,471,124
9714,171,38
9715,250,62
9716,247,35
9717,199,104
9718,115,283
9719,42,234
9720,203,252
9721,454,107
9722,114,101
9723,196,403
9724,217,308
9725,992,181
9726,651,0
9727,716,145
9728,107,246
9729,361,158
9730,41,150
9731,4,9
9732,411,121
9733,680,5
9734,152,89
9735,176,22
9736,722,108
9737,806,219
9738,661,100
9739,845,234
9740,364,115
9741,345,9
9742,398,13
9743,556,0
9744,404,4
9745,449,11
9746,502,116
9747,103,5
9748,258,16
9749,630,4
9750,1079,38
9751,932,120
9752,639,472
9753,377,99
9754,69,111
9755,338,0
9756,92,128
9757,316,34
9758,215,29
9759,4,5
9760,0,18
9761,0,0
9762,0,0
9763,23,43
9764,4,0
9765,0,0
9766,8,0
9767,4,0
9768,9,0
9769,0,0
9770,0,0
9771,0,0
9772,0,0
9773,0,4
9774,0,0
9775,0,0
9776,0,0
9777,0,0
9778,0,0
9779,26,0
9780,0,0
9781,0,0
9782,29,0
9783,0,0
9784,6,53
9785,0,0
9786,0,0
9787,8,6
9788,0,4
9789,0,0
9790,0,0
9791,0,4
9792,0,0
9793,0,0
9794,0,0
9795,0,0
9796,0,4
9797,0,0
9798,0,0
9799,0,0
9800,0,0
9801,0,0
9802,6,0
9803,0,0
9804,0,0
9805,0,0
9806,0,15
9807,0,0
9808,0,0
9809,0,0
9810,0,0
9811,0,0
9812,49,0
9813,5,0
9814,5,0
9815,16,0
9816,0,0
9817,0,0
9818,0,0
9819,0,0
9820,0,0
9821,0,0
9822,0,13
9823,0,4
9824,0,0
9825,10,0
9826,9,0
9827,5,0
9828,10,0
9829,0,0
9830,21,0
9831,30,0
9832,0,0
9833,0,0
9834,0,20
9835,0,22
9836,0,15
9837,0,0
9838,0,0
9839,0,0
9840,0,0
9841,0,0
9842,0,0
9843,0,0
9844,0,0
9845,0,0
9846,0,0
9847,0,0
9848,0,9
9849,0,0
9850,0,0
9851,0,0
9852,0,0
9853,0,0
9854,0,0
9855,0,0
9856,0,0
9857,0,0
9858,0,0
9859,0,0
9860,0,0
9861,0,0
9862,0,0
9863,0,0
9864,0,0
9865,0,0
9866,5,32
9867,0,0
9868,0,0
9869,0,10
9870,0,0
9871,0,13
9872,0,31
9873,0,9
9874,0,6
9875,0,0
9876,0,5
9877,0,4
9878,0,0
9879,0,0
9880,0,0
9881,0,0
9882,0,0
9883,0,8
9884,0,0
9885,0,14
9886,0,0
9887,0,0
9888,0,0
9889,0,0
9890,0,13
9891,0,9
9892,0,0
9893,0,0
9894,0,0
9895,0,0
9896,0,0
9897,0,0
9898,0,0
9899,20,0
9900,40,0
9901,0,0
9902,0,11
9903,0,16
9904,22,5
9905,5,0
9906,0,10
9907,4,0
9908,6,0
9909,32,4
9910,11,0
9911,0,0
9912,0,0
9913,0,0
9914,0,4
9915,0,0
9916,0,0
9917,0,4
9918,0,0
9919,0,0
9920,0,0
9921,0,0
9922,0,0
9923,0,0
9924,0,0
9925,0,0
9926,0,0
9927,0,0
9928,0,0
9929,0,0
9930,0,0
9931,0,0
9932,0,0
9933,0,25
9934,0,0
9935,0,0
9936,0,0
9937,0,0
9938,5,0
9939,0,0
9940,0,0
9941,0,0
9942,0,0
9943,0,0
9944,0,0
9945,0,0
9946,0,0
9947,0,0
9948,0,0
9949,0,0
9950,0,25
9951,0,0
9952,0,39
9953,0,0
9954,0,0
9955,6,0
9956,0,0
9957,0,0
9958,0,0
9959,0,0
9960,0,0
9961,0,0
9962,0,0
9963,4,0
9964,0,0
9965,0,0
9966,0,0
9967,0,0
9968,0,0
9969,0,0
9970,0,0
9971,0,0
9972,127,0
9973,7,0
9974,0,0
9975,0,0
9976,0,0
9977,0,0
9978,0,0
9979,0,0
9980,0,0
9981,0,0
9982,0,0
9983,0,11
9984,0,0
9985,0,0
9986,0,0
9987,0,0
9988,0,0
9989,0,0
9990,0,0
9991,0,0
9992,0,0
9993,0,0
9994,0,0
9995,0,0
9996,0,0
9997,0,0
9998,0,0
9999,0,0
10000,0,0
10001,0,0
10002,0,0
10003,0,0
10004,0,0
10005,0,0
10006,0,0
10007,0,0
10008,0,0
10009,35,6
10010,11,0
10011,0,0
10012,0,12
10013,0,20
10014,0,0
10015,0,0
10016,0,0
10017,0,0
10018,0,0
10019,0,0
10020,0,0
10021,0,49
10022,0,60
10023,0,83
10024,0,0
10025,39,29
10026,0,0
10027,0,0
10028,0,0
10029,0,0
10030,0,0
10031,0,0
10032,0,0
10033,5,0
10034,208,6
10035,395,17
10036,197,0
10037,426,0
10038,450,35
10039,151,0
10040,211,23
10041,418,0
10042,0,0
10043,51,20
10044,82,0
10045,371,0
10046,442,0
10047,438,0
10048,274,0
10049,57,0
10050,37,0
10051,27,0
10052,25,0
10053,47,0
10054,309,0
10055,80,0
10056,167,0
10057,57,0
10058,0,0
10059,0,0
10060,39,0
10061,9,0
10062,0,0
10063,0,0
10064,16,13
10065,49,11
10066,5,4
10067,0,0
10068,18,24
10069,30,22
10070,134,15
10071,60,13
10072,0,0
10073,0,17
10074,0,0
10075,0,0
10076,7,0
10077,8,0
10078,0,0
10079,0,0
10080,0,0
10081,12,0
10082,0,0
10083,0,0
10084,0,0
10085,0,0
10086,5,0
10087,73,39
10088,0,0
10089,0,33
10090,0,8
10091,0,0
10092,0,0
10093,0,0
10094,0,0
10095,0,0
10096,0,0
10097,0,0
10098,0,0
10099,0,0
10100,0,0
10101,0,0
10102,0,0
10103,34,0
10104,0,4
10105,0,0
10106,0,4
10107,0,0
10108,10,0
10109,0,0
10110,0,0
10111,0,0
10112,0,14
10113,0,20
10114,0,28
10115,0,0
10116,0,0
10117,0,0
10118,0,0
10119,0,0
10120,0,0
10121,0,43
10122,0,26
10123,0,0
10124,0,0
10125,0,0
10126,0,0
10127,0,0
10128,0,5
10129,0,0
10130,67,14
10131,48,306
10132,0,389
10133,0,172
10134,0,23
10135,0,0
10136,0,0
10137,0,0
10138,0,21
10139,0,174
10140,17,0
10141,0,0
10142,0,0
10143,0,0
10144,0,0
10145,0,0
10146,0,0
10147,0,0
10148,0,0
10149,0,0
10150,0,0
10151,0,0
10152,0,0
10153,0,0
10154,28,0
10155,0,0
10156,0,0
10157,0,0
10158,0,0
10159,0,0
10160,0,0
10161,0,0
10162,0,0
10163,0,0
10164,17,0
10165,0,0
10166,0,0
10167,0,0
10168,0,0
10169,0,0
10170,0,0
10171,0,0
10172,0,0
10173,0,0
10174,0,0
10175,0,0
10176,0,0
10177,0,0
10178,7,0
10179,0,0
10180,0,0
10181,0,4
10182,0,21
10183,0,0
10184,0,0
10185,7,0
10186,0,0
10187,0,0
10188,0,0
10189,0,0
10190,0,0
10191,0,0
10192,0,0
10193,0,4
10194,0,16
10195,0,0
10196,0,15
10197,0,0
10198,0,11
10199,0,0
10200,0,0
10201,0,0
10202,0,0
10203,0,0
10204,33,0
10205,168,16
10206,0,0
10207,0,0
10208,0,0
10209,0,0
10210,0,0
10211,0,0
10212,11,8
10213,0,13
10214,0,0
10215,0,0
10216,0,0
10217,0,0
10218,0,0
10219,0,0
10220,0,0
10221,0,11
10222,0,0
10223,0,12
10224,21,0
10225,0,11
10226,0,0
10227,0,16
10228,0,80
10229,55,0
10230,0,0
10231,0,5
10232,106,0
10233,109,7
10234,0,0
10235,0,0
10236,0,0
10237,0,0
10238,0,0
10239,0,0
10240,0,0
10241,20,0
10242,0,0
10243,0,0
10244,0,0
10245,29,0
10246,0,0
10247,0,0
10248,0,0
10249,0,0
10250,0,0
10251,0,10
10252,0,0
10253,0,14
10254,0,11
10255,0,13
10256,38,0
10257,0,8
10258,0,0
10259,0,7
10260,0,21
10261,0,0
10262,0,22
10263,0,16
10264,0,8
10265,0,0
10266,20,0
10267,0,28
10268,0,99
10269,0,76
10270,0,4
10271,0,0
10272,0,0
10273,0,0
10274,0,0
10275,0,0
10276,0,4
10277,0,61
10278,0,176
10279,0,0
10280,0,0
10281,0,0
10282,0,0
10283,0,93
10284,0,72
10285,0,26
10286,0,0
10287,0,227
10288,0,135
10289,0,0
10290,0,7
10291,0,124
10292,0,0
10293,0,0
10294,0,0
10295,0,0
10296,0,0
10297,0,0
10298,0,0
10299,0,4
10300,32,17
10301,66,4
10302,271,83
10303,243,149
10304,701,316
10305,713,340
10306,591,64
10307,470,42
10308,273,457
10309,742,10
10310,224,169
10311,629,16
10312,549,456
10313,1008,9
10314,609,8
10315,847,359
10316,762,65
10317,987,31
10318,762,952
10319,429,373
10320,560,272
10321,575,228
10322,493,278
10323,263,63
10324,264,83
10325,264,0
10326,79,0
10327,71,20
10328,94,11
10329,24,10
10330,10,0
10331,14,0
10332,0,0
10333,5,6
10334,4,4
10335,156,0
10336,126,9
10337,29,4
10338,50,4
10339,5,4
10340,0,43
10341,0,0
10342,0,0
10343,0,0
10344,0,0
10345,0,0
10346,0,0
10347,0,0
10348,0,4
10349,0,0
10350,14,0
10351,11,0
10352,0,0
10353,5,0
10354,0,0
10355,0,0
10356,8,0
10357,0,0
10358,0,0
10359,0,0
10360,15,0
10361,13,0
10362,0,100
10363,0,87
10364,0,11
10365,0,110
10366,0,142
10367,0,81
10368,41,0
10369,357,0
10370,256,0
10371,58,0
10372,0,0
10373,0,0
10374,0,10
10375,24,15
10376,0,0
10377,0,0
10378,0,21
10379,0,10
10380,6,0
10381,56,0
10382,0,14
10383,66,0
10384,140,36
10385,19,170
10386,132,245
10387,129,335
10388,510,153
10389,281,91
10390,1149,350
10391,585,919
10392,513,94
10393,1049,117
10394,523,69
10395,942,0
10396,636,0
10397,426,0
10398,649,8
10399,828,31
10400,1102,5
10401,1283,110
10402,953,577
10403,1411,248
10404,838,181
10405,907,189
10406,1355,371
10407,1416,117
10408,859,200
10409,788,197
10410,871,243
10411,1256,377
10412,1033,260
10413,684,113
10414,1304,310
10415,227,262
10416,882,233
10417,730,313
10418,849,195
10419,556,386
10420,290,424
10421,1034,384
10422,909,190
10423,627,91
10424,611,88
10425,77,280
10426,642,1028
10427,288,506
10428,739,504
10429,329,54
10430,1255,55
10431,898,416
10432,848,137
10433,341,388
10434,187,396
10435,337,346
10436,321,286
10437,502,526
10438,223,324
10439,43,392
10440,10,370
10441,25,59
10442,330,8
10443,431,22
10444,266,19
10445,238,218
10446,0,164
10447,6,24
10448,249,282
10449,15,391
10450,30,345
10451,0,24
10452,0,10
10453,0,0
10454,0,0
10455,0,0
10456,0,0
10457,0,0
10458,0,0
10459,0,0
10460,0,23
10461,0,0
10462,0,42
10463,0,0
10464,0,0
10465,0,0
10466,0,4
10467,0,24
10468,0,10
10469,0,20
10470,12,40
10471,0,14
10472,0,12
10473,0,4
10474,0,0
10475,0,0
10476,0,0
10477,0,19
10478,0,0
10479,0,0
10480,0,0
10481,0,15
10482,0,29
10483,0,27
10484,0,42
10485,0,58
10486,0,10
10487,0,205
10488,0,11
10489,0,0
10490,0,17
10491,0,0
10492,0,97
10493,182,250
10494,0,58
10495,0,37
10496,0,286
10497,0,321
10498,0,100
10499,0,14
10500,0,4
10501,0,0
10502,0,0
10503,0,0
10504,0,9
10505,0,0
10506,0,0
10507,0,46
10508,0,0
10509,0,0
10510,0,0
10511,0,20
10512,11,0
10513,0,22
10514,0,88
10515,0,84
10516,12,0
10517,0,0
10518,31,101
10519,264,327
10520,197,289
10521,551,203
10522,350,269
10523,317,595
10524,393,358
10525,548,398
10526,157,207
10527,250,36
10528,64,10
10529,74,13
10530,236,13
10531,11,41
10532,107,210
10533,99,42
10534,150,6
10535,128,113
10536,33,575
10537,315,196
10538,492,193
10539,391,58
10540,103,409
10541,26,124
10542,147,165
10543,472,4
10544,333,441
10545,96,683
10546,340,282
10547,366,644
10548,370,360
10549,297,235
10550,311,320
10551,127,383
10552,305,217
10553,143,4
10554,293,174
10555,326,144
10556,365,231
10557,472,753
10558,90,46
10559,61,132
10560,135,89
10561,108,57
10562,39,373
10563,46,36
10564,108,99
10565,38,34
10566,70,96
10567,58,226
10568,155,51
10569,0,71
10570,153,40
10571,255,50
10572,34,145
10573,134,29
10574,161,20
10575,219,0
10576,188,27
10577,591,12
10578,73,5
10579,199,4
10580,100,45
10581,150,157
10582,25,17
10583,289,5
10584,148,10
10585,33,168
10586,84,66
10587,64,197
10588,53,71
10589,76,34
10590,30,294
10591,19,242
10592,116,60
10593,295,632
10594,243,89
10595,408,27
10596,271,16
10597,183,53
10598,0,209
10599,173,173
10600,31,48
10601,119,154
10602,363,22
10603,503,48
10604,14,54
10605,196,16
10606,367,21
10607,586,26
10608,441,21
10609,685,17
10610,843,670
10611,329,72
10612,121,50
10613,100,47
10614,120,186
10615,119,140
10616,0,108
10617,32,150
10618,9,425
10619,59,289
10620,97,183
10621,377,406
10622,9,44
10623,41,166
10624,49,76
10625,171,492
10626,9,145
10627,68,173
10628,306,387
10629,231,127
10630,42,120
10631,94,99
10632,136,99
10633,169,205
10634,0,56
10635,0,36
10636,281,113
10637,102,196
10638,206,195
10639,481,191
10640,74,212
10641,149,226
10642,148,256
10643,247,28
10644,72,191
10645,0,365
10646,0,287
10647,192,240
10648,111,141
10649,139,24
10650,78,153
10651,219,223
10652,35,36
10653,138,45
10654,20,325
10655,248,24
10656,114,5
10657,293,4
10658,533,251
10659,430,91
10660,418,109
10661,327,363
10662,525,464
10663,202,695
10664,281,387
10665,267,316
10666,389,138
10667,291,286
10668,302,111
10669,140,393
10670,40,173
10671,66,209
10672,138,116
10673,419,123
10674,536,105
10675,200,147
10676,224,190
10677,112,129
10678,216,179
10679,174,141
10680,181,202
10681,139,333
10682,36,133
10683,21,96
10684,82,125
10685,355,428
10686,375,138
10687,15,0
10688,801,357
10689,76,323
10690,187,101
10691,150,14
10692,131,9
10693,180,84
10694,178,162
10695,38,31
10696,253,20
10697,216,20
10698,182,69
10699,160,239
10700,147,38
10701,39,46
10702,332,259
10703,286,25
10704,183,121
10705,466,44
10706,189,108
10707,648,113
10708,221,124
10709,197,55
10710,242,25
10711,449,17
10712,625,5
10713,21,45
10714,471,231
10715,431,177
10716,262,180
10717,272,14
10718,207,121
10719,111,17
10720,0,36
10721,174,212
10722,310,107
10723,515,127
10724,856,169
10725,347,76
