time,Avior,Josephine
15063,145,337
15064,198,372
15065,805,4
15066,792,31
15067,124,544
15068,127,322
15069,499,25
15070,525,89
15071,836,53
15072,626,76
15073,21,21
15074,398,14
15075,685,10
15076,544,32
15077,355,475
15078,205,200
15079,49,5
15080,361,66
15081,307,50
15082,309,33
15083,213,0
15084,357,0
15085,247,0
15086,188,9
15087,20,26
15088,50,6
15089,50,0
15090,0,0
15091,0,0
15092,0,0
15093,0,0
15094,0,0
15095,0,4
15096,0,0
15097,0,0
15098,0,0
15099,0,0
15100,0,0
15101,0,0
15102,94,5
15103,289,0
15104,167,14
15105,165,0
15106,429,10
15107,257,9
15108,16,0
15109,42,0
15110,190,8
15111,249,13
15112,291,5
15113,321,4
15114,162,0
15115,0,0
15116,0,0
15117,0,0
15118,0,0
15119,0,0
15120,0,0
15121,0,11
15122,0,0
15123,5,0
15124,49,0
15125,0,0
15126,74,0
15127,35,28
15128,0,4
15129,0,6
15130,0,0
15131,0,0
15132,0,0
15133,0,0
15134,0,6
15135,0,0
15136,0,0
15137,0,0
15138,0,0
15139,0,0
15140,0,0
15141,11,0
15142,42,34
15143,146,356
15144,704,22
15145,135,239
15146,360,165
15147,188,126
15148,336,597
15149,809,170
15150,673,60
15151,483,183
15152,893,397
15153,313,281
15154,273,407
15155,577,91
15156,953,103
15157,363,139
15158,292,419
15159,862,212
15160,1138,43
15161,1094,227
15162,662,152
15163,884,316
15164,589,58
15165,712,334
15166,574,101
15167,611,166
15168,162,361
15169,1128,884
15170,1476,238
15171,341,64
15172,240,433
15173,332,174
15174,680,78
15175,882,12
15176,481,42
15177,944,6
15178,846,17
15179,228,64
15180,55,0
15181,101,101
15182,414,195
15183,131,62
15184,565,961
15185,578,267
15186,339,331
15187,20,21
15188,16,50
15189,53,114
15190,160,372
15191,232,39
15192,76,14
15193,172,191
15194,164,23
15195,0,180
15196,262,500
15197,228,536
15198,275,259
15199,346,343
15200,690,316
15201,238,168
15202,495,449
15203,537,26
15204,500,84
15205,681,159
15206,19,11
15207,245,269
15208,4,0
15209,34,26
15210,221,16
15211,395,16
15212,60,323
15213,317,4
15214,366,10
15215,320,6
15216,416,6
15217,178,16
15218,23,19
15219,25,30
15220,0,13
15221,0,7
15222,0,12
15223,0,24
15224,0,9
15225,0,33
15226,0,0
15227,0,6
15228,0,15
15229,0,0
15230,0,17
15231,0,0
15232,0,5
15233,0,0
15234,0,0
15235,0,0
15236,0,0
15237,0,4
15238,0,38
15239,0,17
15240,21,0
15241,5,0
15242,0,0
15243,0,0
15244,0,0
15245,0,0
15246,0,0
15247,0,0
15248,0,0
15249,0,0
15250,5,28
15251,0,0
15252,466,251
15253,161,489
15254,285,463
15255,465,78
15256,514,413
15257,433,319
15258,601,499
15259,329,148
15260,113,191
15261,17,216
15262,0,467
15263,243,209
15264,78,683
15265,184,394
15266,261,472
15267,376,370
15268,507,379
15269,981,121
15270,986,601
15271,236,136
15272,548,322
15273,999,81
15274,376,103
15275,147,115
15276,46,12
15277,139,0
15278,40,12
15279,60,13
15280,392,73
15281,263,183
15282,579,93
15283,703,166
15284,63,372
15285,391,246
15286,167,294
15287,19,74
15288,50,6
15289,212,18
15290,202,0
15291,129,12
15292,289,269
15293,144,17
15294,0,13
15295,6,0
15296,4,4
15297,0,0
15298,13,13
15299,7,0
15300,11,22
15301,0,4
15302,0,26
15303,0,5
15304,234,253
15305,436,234
15306,128,140
15307,41,348
15308,166,166
15309,198,322
15310,174,509
15311,558,607
15312,131,64
15313,59,9
15314,71,4
15315,115,17
15316,53,12
15317,259,16
15318,367,8
15319,234,75
15320,92,123
15321,77,5
15322,79,129
15323,92,85
15324,201,131
15325,304,93
15326,44,149
15327,232,114
15328,336,12
15329,169,152
15330,383,0
15331,247,0
15332,162,38
15333,70,142
15334,208,242
15335,28,180
15336,50,294
15337,225,556
15338,172,296
15339,272,130
15340,372,268
15341,88,322
15342,305,16
15343,113,15
15344,16,5
15345,56,0
15346,194,7
15347,232,16
15348,306,0
15349,76,0
15350,0,0
15351,44,0
15352,23,0
15353,47,0
15354,39,0
15355,0,6
15356,0,0
15357,19,0
15358,0,0
15359,0,5
15360,0,0
15361,0,0
15362,0,0
15363,0,0
15364,0,0
15365,0,0
15366,0,0
15367,4,0
15368,0,0
15369,0,0
15370,0,0
15371,0,0
15372,0,0
15373,0,0
15374,0,0
15375,14,0
15376,298,5
15377,369,19
15378,337,0
15379,1049,110
15380,622,894
15381,330,287
15382,360,345
15383,485,277
15384,348,410
15385,568,93
15386,490,266
15387,226,400
15388,458,353
15389,39,174
15390,138,268
15391,123,611
15392,339,464
15393,418,405
15394,389,527
15395,141,265
15396,223,491
15397,97,161
15398,81,0
15399,191,284
15400,166,537
15401,22,503
15402,193,41
15403,79,244
15404,153,68
15405,209,372
15406,65,354
15407,162,9
15408,36,22
15409,8,24
15410,148,7
15411,82,0
15412,176,14
15413,237,0
15414,164,82
15415,813,117
15416,338,112
15417,354,298
15418,248,430
15419,150,40
15420,106,358
15421,440,162
15422,259,54
15423,112,69
15424,244,298
15425,314,432
15426,817,238
15427,146,632
15428,114,134
15429,283,371
15430,0,92
15431,120,114
15432,188,113
15433,87,387
15434,111,394
15435,16,149
15436,269,17
15437,170,23
15438,72,326
15439,66,143
15440,440,113
15441,268,599
15442,118,412
15443,15,357
15444,22,442
15445,105,429
15446,0,128
15447,234,0
15448,518,21
15449,1668,341
15450,986,686
15451,80,283
15452,221,108
15453,148,249
15454,114,717
15455,122,67
15456,132,6
15457,40,9
15458,64,460
15459,380,458
15460,305,336
15461,68,509
15462,96,60
15463,4,0
15464,63,0
15465,169,165
15466,97,440
15467,98,447
15468,225,358
15469,230,106
15470,167,0
15471,188,0
15472,48,0
15473,0,0
15474,0,7
15475,358,0
15476,486,0
15477,157,0
15478,39,0
15479,103,0
15480,114,0
15481,197,0
15482,90,5
15483,398,0
15484,235,4
15485,277,158
15486,105,5
15487,221,43
15488,129,23
15489,213,0
15490,144,188
15491,269,35
15492,329,37
15493,202,0
15494,71,0
15495,344,5
15496,113,0
15497,27,0
15498,0,0
15499,0,0
15500,0,0
15501,0,0
15502,10,0
15503,216,247
15504,427,421
15505,127,449
15506,7,449
15507,4,459
15508,0,402
15509,59,208
15510,18,154
15511,0,20
15512,0,133
15513,0,171
15514,0,82
15515,0,171
15516,0,343
15517,0,237
15518,0,267
15519,0,298
15520,0,179
15521,0,64
15522,0,80
15523,0,232
15524,0,44
15525,13,57
15526,0,0
15527,0,5
15528,0,27
15529,0,20
15530,0,0
15531,0,0
15532,0,0
15533,0,0
15534,0,12
15535,5,0
15536,0,0
15537,0,19
15538,0,0
15539,0,0
15540,0,0
15541,0,0
15542,0,11
15543,0,0
15544,0,0
15545,0,0
15546,0,0
15547,0,0
15548,0,0
15549,5,0
15550,0,0
15551,0,0
15552,0,0
15553,0,0
15554,0,0
15555,0,0
15556,0,20
15557,0,10
15558,0,0
15559,0,0
15560,0,0
15561,0,0
15562,0,0
15563,4,7
15564,0,7
15565,0,0
15566,0,0
15567,0,0
15568,0,11
15569,0,11
15570,0,0
15571,0,0
15572,0,0
15573,0,0
15574,0,18
15575,0,4
15576,0,0
15577,0,0
15578,0,0
15579,0,0
15580,0,0
15581,0,0
15582,0,0
15583,0,5
15584,0,0
15585,0,0
15586,0,0
15587,0,0
15588,23,0
15589,0,0
15590,0,0
15591,0,0
15592,5,0
15593,0,0
15594,0,0
15595,0,0
15596,0,0
15597,0,0
15598,0,0
15599,0,10
15600,0,0
15601,0,0
15602,0,0
15603,0,0
15604,0,0
15605,0,0
15606,0,6
15607,0,0
15608,0,0
15609,0,0
15610,0,0
15611,0,0
15612,0,0
15613,0,0
15614,0,0
15615,0,0
15616,10,9
15617,45,24
15618,13,8
15619,0,0
15620,0,0
15621,0,0
15622,0,0
15623,0,0
15624,0,0
15625,0,0
15626,0,0
15627,0,0
15628,0,0
15629,0,0
15630,0,0
15631,0,0
15632,0,0
15633,0,0
15634,112,0
15635,0,0
15636,0,0
15637,0,0
15638,0,0
15639,0,0
15640,0,0
15641,0,0
15642,0,0
15643,0,0
15644,0,0
15645,9,0
15646,0,18
15647,0,0
15648,0,0
15649,0,0
15650,0,0
15651,0,17
15652,0,174
15653,0,364
15654,0,285
15655,0,169
15656,0,70
15657,0,80
15658,0,0
15659,0,0
15660,0,0
15661,0,0
15662,0,0
15663,0,0
15664,0,0
15665,4,0
15666,0,0
15667,0,0
15668,5,0
15669,4,0
15670,0,0
15671,0,0
15672,0,0
15673,0,0
15674,0,0
15675,0,0
15676,0,0
15677,0,0
15678,0,0
15679,0,0
15680,0,0
15681,0,0
15682,0,0
15683,0,0
15684,0,0
15685,0,0
15686,0,0
15687,0,0
15688,4,0
15689,0,0
15690,0,0
15691,42,21
15692,20,28
15693,17,4
15694,4,0
15695,0,0
15696,0,0
15697,0,0
15698,0,0
15699,0,0
15700,0,0
15701,41,0
15702,0,0
15703,0,0
15704,0,0
15705,15,0
15706,9,0
15707,0,9
15708,0,0
15709,0,4
15710,0,4
15711,0,0
15712,0,0
15713,0,0
15714,0,0
15715,34,0
15716,0,0
15717,0,0
15718,0,0
15719,4,28
15720,0,0
15721,0,0
15722,0,0
15723,11,0
15724,0,0
15725,0,0
15726,0,0
15727,0,0
15728,51,6
15729,0,0
15730,0,0
15731,0,0
15732,0,0
15733,0,0
15734,0,0
15735,0,11
15736,0,0
15737,0,0
15738,0,0
15739,0,0
15740,0,0
15741,0,0
15742,0,0
15743,0,0
15744,0,0
15745,0,0
15746,0,0
15747,0,0
15748,0,0
15749,0,0
15750,0,13
15751,0,0
15752,0,0
15753,0,0
15754,0,0
15755,0,0
15756,0,0
15757,0,0
15758,0,0
15759,0,0
15760,0,0
15761,0,0
15762,0,0
15763,0,0
15764,0,0
15765,0,0
15766,0,4
15767,0,482
15768,0,200
15769,0,499
15770,0,394
15771,0,547
15772,0,254
15773,0,218
15774,0,233
15775,0,194
15776,0,145
15777,0,317
15778,0,299
15779,0,200
15780,0,306
15781,0,218
15782,0,133
15783,0,154
15784,0,4
15785,0,18
15786,0,0
15787,0,0
15788,0,0
15789,0,0
15790,0,0
15791,0,0
15792,0,0
15793,0,0
15794,0,0
15795,0,0
15796,0,0
15797,0,0
15798,10,0
15799,0,0
15800,0,0
15801,0,0
15802,0,0
15803,0,0
15804,0,0
15805,0,0
15806,317,13
15807,187,0
15808,137,0
15809,39,0
15810,4,0
15811,12,9
15812,0,11
15813,15,7
15814,128,0
15815,371,0
15816,393,4
15817,309,0
15818,125,0
15819,14,0
15820,0,0
15821,8,0
15822,0,0
15823,0,0
15824,0,0
15825,0,0
15826,0,0
15827,0,0
15828,0,0
15829,0,0
15830,6,0
15831,0,0
15832,0,0
15833,0,0
15834,0,0
15835,0,0
15836,0,0
15837,0,14
15838,42,19
15839,180,17
15840,4,0
15841,0,0
15842,0,0
15843,0,0
15844,0,0
15845,0,0
15846,0,0
15847,0,0
15848,0,0
15849,0,0
15850,0,0
15851,0,0
15852,0,0
15853,0,0
15854,0,0
15855,0,0
15856,0,0
15857,0,0
15858,58,0
15859,0,0
15860,0,0
15861,0,0
15862,0,0
15863,0,0
15864,0,0
15865,0,0
15866,0,0
15867,9,0
15868,42,0
15869,0,0
15870,0,0
15871,0,0
15872,55,0
15873,19,0
15874,0,0
15875,0,4
15876,0,0
15877,0,0
15878,0,0
15879,0,0
15880,0,0
15881,0,0
15882,0,0
15883,0,0
15884,0,0
15885,23,0
15886,0,0
15887,0,0
15888,0,0
15889,0,0
15890,0,0
15891,0,0
15892,4,20
15893,0,0
15894,0,14
15895,0,0
15896,0,0
15897,0,0
15898,0,0
15899,0,0
15900,0,0
15901,0,0
15902,0,0
15903,0,0
15904,0,0
15905,0,0
15906,0,0
15907,0,4
15908,0,0
15909,347,0
15910,0,0
15911,111,0
15912,196,0
15913,0,0
15914,118,0
15915,0,0
15916,0,0
15917,0,0
15918,0,0
15919,0,0
15920,8,0
15921,0,0
15922,0,0
15923,9,0
15924,77,0
15925,67,0
15926,440,0
15927,61,0
15928,237,0
15929,242,14
15930,108,0
15931,312,173
15932,623,114
15933,325,0
15934,606,172
15935,828,280
15936,938,424
15937,354,301
15938,399,345
15939,785,256
15940,456,346
15941,362,337
15942,459,324
15943,211,285
15944,32,8
15945,87,105
15946,44,183
15947,60,56
15948,31,0
15949,44,0
15950,0,0
15951,4,0
15952,0,4
15953,16,0
15954,0,0
15955,13,0
15956,11,0
15957,0,0
15958,0,0
15959,0,0
15960,0,0
15961,0,0
15962,20,0
15963,0,0
15964,0,0
15965,0,0
15966,0,0
15967,0,0
15968,0,0
15969,0,0
15970,0,0
15971,0,0
15972,0,0
15973,0,0
15974,0,0
15975,0,0
15976,0,0
15977,42,0
15978,0,0
15979,0,0
15980,0,0
15981,169,0
15982,0,0
15983,0,0
15984,0,0
15985,0,11
15986,0,5
15987,0,0
15988,0,0
15989,0,0
15990,0,0
15991,0,0
15992,0,0
15993,14,17
15994,0,0
15995,0,0
15996,0,0
15997,0,0
15998,0,0
15999,14,0
16000,0,0
16001,28,0
16002,0,0
16003,0,0
16004,0,0
16005,0,22
16006,0,0
16007,0,0
16008,0,10
16009,69,0
16010,0,0
16011,0,0
16012,0,0
16013,0,98
16014,0,0
16015,0,435
16016,0,214
16017,0,81
16018,0,209
16019,0,150
16020,0,137
16021,0,269
16022,0,234
16023,0,228
16024,0,208
16025,0,27
16026,0,0
16027,0,0
16028,0,0
16029,0,24
16030,0,0
16031,0,0
16032,0,39
16033,0,0
16034,0,0
16035,0,0
16036,0,0
16037,0,0
16038,0,42
16039,0,14
16040,0,18
16041,0,0
16042,0,0
16043,0,0
16044,23,0
16045,0,0
16046,0,0
16047,0,0
16048,0,0
16049,0,0
16050,0,11
16051,0,24
16052,0,0
16053,0,20
16054,166,0
16055,18,0
16056,45,0
16057,0,0
16058,0,0
16059,0,0
16060,0,0
16061,0,0
16062,0,0
16063,0,0
16064,0,0
16065,0,0
16066,0,0
16067,0,0
16068,0,0
16069,0,0
16070,0,0
16071,4,14
16072,0,0
16073,52,19
16074,55,0
16075,22,0
16076,23,0
16077,59,12
16078,211,29
16079,50,0
16080,4,0
16081,297,0
16082,124,0
16083,351,6
16084,130,39
16085,221,128
16086,0,0
16087,163,0
16088,46,0
16089,344,128
16090,31,148
16091,173,0
16092,123,190
16093,173,324
16094,164,374
16095,286,536
16096,315,407
16097,83,189
16098,116,181
16099,0,243
16100,23,195
16101,0,154
16102,42,61
16103,0,59
16104,0,0
16105,0,4
16106,0,0
16107,0,0
16108,0,0
16109,0,0
16110,0,0
16111,0,0
16112,0,10
16113,0,0
16114,0,0
16115,0,0
16116,0,0
16117,0,5
16118,0,0
16119,0,0
16120,22,0
16121,0,0
16122,0,0
16123,0,0
16124,0,0
16125,0,0
16126,0,0
16127,0,0
16128,0,0
16129,0,0
16130,0,0
16131,0,0
16132,0,0
16133,0,11
16134,0,0
16135,83,9
16136,423,34
16137,123,5
16138,106,4
16139,64,20
16140,169,48
16141,56,0
16142,695,129
16143,924,64
16144,500,788
16145,380,470
16146,266,31
16147,177,5
16148,189,8
16149,181,10
16150,304,22
16151,272,29
16152,223,65
16153,453,329
16154,677,190
16155,625,89
16156,538,203
16157,580,113
16158,867,487
16159,510,37
16160,943,0
16161,369,475
16162,391,0
16163,142,11
16164,320,10
16165,971,417
16166,538,135
16167,845,163
16168,466,206
16169,739,246
16170,471,189
16171,299,320
16172,246,449
16173,180,397
16174,251,16
16175,177,153
16176,77,119
16177,110,298
16178,144,528
16179,192,435
16180,49,26
16181,124,24
16182,0,0
16183,0,0
16184,5,8
16185,0,0
16186,0,10
16187,0,0
16188,0,0
16189,0,6
16190,0,4
16191,178,0
16192,266,0
16193,14,0
16194,0,0
16195,0,0
16196,4,0
16197,0,0
16198,0,0
16199,20,0
16200,230,0
16201,138,0
16202,109,0
16203,97,0
16204,157,0
16205,200,166
16206,165,396
16207,0,64
16208,0,0
16209,242,0
16210,212,15
16211,81,0
16212,36,0
16213,225,0
16214,119,0
16215,59,0
16216,92,343
16217,248,28
16218,242,165
16219,48,125
16220,27,336
16221,178,54
16222,5,0
16223,0,4
16224,14,201
16225,40,234
16226,193,216
16227,90,13
16228,161,5
16229,182,137
16230,159,486
16231,55,34
16232,303,84
16233,71,172
16234,111,480
16235,0,65
16236,0,63
16237,0,0
16238,0,0
16239,0,9
16240,0,39
16241,0,11
16242,0,0
16243,0,49
16244,0,4
16245,0,21
16246,0,0
16247,0,0
16248,0,0
16249,0,0
16250,0,0
16251,0,0
16252,0,0
16253,0,0
16254,0,0
16255,0,0
16256,0,0
16257,4,32
16258,0,0
16259,0,30
16260,0,0
16261,0,0
16262,0,0
16263,0,0
16264,0,8
16265,0,0
16266,0,0
16267,0,0
16268,0,0
16269,0,13
16270,0,0
16271,0,0
16272,0,0
16273,0,0
16274,0,0
16275,0,0
16276,5,0
16277,30,0
16278,20,0
16279,163,112
16280,209,213
16281,277,357
16282,410,652
16283,330,229
16284,465,79
16285,240,438
16286,430,646
16287,348,69
16288,607,56
16289,231,483
16290,422,415
16291,245,52
16292,380,258
16293,613,130
16294,616,363
16295,562,269
16296,112,64
16297,346,391
16298,1156,300
16299,854,203
16300,461,453
16301,742,686
16302,230,220
16303,839,249
16304,927,148
16305,261,280
16306,156,239
16307,144,50
16308,110,51
16309,145,5
16310,61,21
16311,60,57
16312,65,479
16313,923,13
16314,187,40
16315,289,269
16316,179,220
16317,273,593
16318,259,321
16319,1051,193
16320,644,60
16321,295,344
16322,504,710
16323,256,294
16324,84,120
16325,26,288
16326,69,173
16327,117,676
16328,465,40
16329,487,62
16330,505,277
16331,507,147
16332,60,229
16333,236,260
16334,126,300
16335,650,253
16336,540,204
16337,538,79
16338,385,46
16339,797,4
16340,584,273
16341,0,526
16342,81,161
16343,759,360
16344,357,34
16345,276,0
16346,14,0
16347,277,0
16348,524,6
16349,29,12
16350,12,0
16351,97,4
16352,407,0
16353,34,7
16354,270,0
16355,132,0
16356,427,0
16357,162,0
16358,12,0
16359,24,17
16360,225,0
16361,151,55
16362,183,78
16363,62,391
16364,232,120
16365,789,268
16366,1200,425
16367,947,140
16368,280,65
16369,607,85
16370,913,331
16371,361,76
16372,361,26
16373,323,24
16374,576,73
16375,48,241
16376,108,4
16377,396,449
16378,575,848
16379,249,88
16380,142,0
16381,307,21
16382,20,10
16383,0,21
16384,274,5
16385,89,0
16386,0,203
16387,4,0
16388,86,33
16389,135,50
16390,26,32
16391,140,49
16392,258,43
16393,167,229
16394,234,173
16395,202,181
16396,31,248
16397,59,118
16398,233,204
16399,132,110
16400,60,55
16401,0,50
16402,575,257
16403,50,287
16404,0,691
16405,0,253
16406,613,21
16407,197,80
16408,601,242
16409,323,82
16410,180,0
16411,348,47
16412,816,454
16413,561,25
16414,19,315
16415,27,271
16416,134,13
16417,87,101
16418,618,199
16419,503,203
16420,411,12
16421,287,5
16422,32,15
16423,35,109
16424,206,273
16425,338,328
16426,499,260
16427,353,84
16428,502,83
16429,543,57
16430,178,41
16431,93,56
16432,50,67
16433,259,175
16434,591,170
16435,189,374
16436,737,364
16437,309,237
16438,698,331
16439,553,45
16440,291,56
16441,400,48
16442,497,152
16443,265,387
16444,296,108
16445,67,139
16446,122,337
16447,191,219
16448,178,206
16449,340,88
16450,191,85
16451,75,317
16452,583,151
16453,574,335
16454,186,335
16455,250,142
16456,129,185
16457,8,14
16458,34,26
16459,144,19
16460,334,45
16461,255,53
16462,125,8
16463,220,257
16464,142,513
16465,441,51
16466,391,242
16467,88,451
16468,251,223
16469,543,68
16470,280,27
16471,397,80
16472,106,237
16473,197,45
16474,397,86
16475,231,5
16476,456,162
16477,761,66
16478,250,425
16479,411,264
16480,1408,630
16481,58,487
16482,33,97
16483,77,321
16484,36,352
16485,46,531
16486,304,349
16487,32,79
16488,28,141
16489,808,61
16490,125,97
16491,202,52
16492,100,84
16493,234,0
16494,209,41
16495,61,21
16496,519,251
16497,111,297
16498,400,111
16499,105,129
16500,53,204
16501,178,78
16502,251,41
16503,139,55
16504,270,97
16505,173,20
16506,24,71
16507,588,203
16508,836,1260
16509,387,25
16510,537,146
16511,35,10
16512,82,69
16513,247,291
16514,601,443
16515,202,416
16516,253,47
16517,275,74
16518,124,67
16519,60,53
16520,23,102
16521,6,32
16522,0,87
16523,0,39
16524,0,20
16525,0,20
16526,0,64
16527,29,31
16528,24,57
16529,73,79
16530,18,71
16531,198,35
16532,209,41
16533,220,30
16534,524,34
16535,49,0
16536,0,45
16537,27,41
16538,19,503
16539,58,74
16540,308,63
16541,350,21
16542,106,14
16543,16,18
16544,0,21
16545,0,31
16546,0,28
16547,0,17
16548,0,31
16549,0,31
16550,0,33
16551,89,28
16552,33,0
16553,197,0
16554,75,41
16555,28,57
16556,126,54
16557,103,305
16558,292,57
16559,374,145
16560,35,14
16561,266,59
16562,620,43
16563,654,54
16564,599,148
16565,360,56
16566,9,43
16567,542,40
16568,10,230
16569,760,56
16570,170,49
16571,1018,222
16572,804,227
16573,558,221
16574,190,346
16575,436,250
16576,276,130
16577,23,192
16578,25,406
16579,22,12
16580,315,125
16581,298,115
16582,539,30
16583,84,119
16584,425,246
16585,285,286
16586,51,217
16587,28,43
16588,36,103
16589,224,64
16590,749,450
16591,47,267
16592,335,387
16593,324,160
16594,579,212
16595,244,314
16596,311,4
16597,201,191
16598,538,211
16599,344,213
16600,142,274
16601,328,322
16602,221,616
16603,432,184
16604,406,84
16605,113,95
16606,161,253
16607,84,218
16608,23,40
16609,144,122
16610,110,73
16611,44,178
16612,2107,126
16613,1654,121
16614,838,1239
16615,210,623
16616,130,113
16617,447,535
16618,265,447
16619,187,343
16620,212,280
16621,77,36
16622,146,32
16623,171,311
16624,266,535
16625,434,173
16626,33,441
16627,144,600
16628,659,49
16629,556,194
16630,569,210
16631,116,608
16632,49,62
16633,30,402
16634,174,287
16635,580,63
16636,347,442
16637,297,226
16638,99,155
16639,416,198
16640,325,262
16641,316,40
16642,178,413
16643,23,39
16644,4,29
16645,0,68
16646,0,13
16647,4,97
16648,0,39
16649,0,73
16650,0,57
16651,0,7
16652,0,0
16653,0,36
16654,0,0
16655,0,32
16656,0,9
16657,0,12
16658,0,34
16659,0,26
16660,0,0
16661,0,7
16662,0,37
16663,0,9
16664,0,5
16665,0,18
16666,0,21
16667,0,46
16668,0,124
16669,0,0
16670,0,7
16671,0,18
16672,0,17
16673,0,26
16674,0,0
16675,0,30
16676,0,13
16677,0,37
16678,0,12
16679,0,0
16680,16,23
16681,36,35
16682,366,0
16683,248,62
16684,125,59
16685,555,72
16686,982,180
16687,403,37
16688,408,251
16689,556,84
16690,123,64
16691,315,539
16692,76,228
16693,507,204
16694,0,151
16695,573,39
16696,502,459
16697,304,74
16698,908,431
16699,107,20
16700,122,5
16701,9,248
16702,556,407
16703,54,290
16704,283,0
16705,206,0
16706,84,16
16707,64,0
16708,66,19
16709,0,0
16710,20,11
16711,29,0
16712,0,0
16713,6,0
16714,51,0
16715,29,5
16716,110,0
16717,191,0
16718,162,0
16719,265,0
16720,95,0
16721,112,92
16722,29,4
16723,25,14
16724,22,10
16725,0,0
16726,0,0
16727,11,5
16728,8,0
16729,5,4
16730,10,0
16731,0,0
16732,0,0
16733,6,46
16734,25,298
16735,133,362
16736,107,154
16737,527,139
16738,185,17
16739,208,87
16740,321,125
16741,630,376
16742,568,459
16743,350,84
16744,514,417
16745,530,127
16746,331,30
16747,209,60
16748,371,32
16749,9,345
16750,119,4
16751,460,318
16752,574,24
16753,509,280
16754,557,242
16755,310,83
16756,301,70
16757,126,306
16758,60,373
16759,135,269
16760,105,507
16761,79,212
16762,378,184
16763,246,563
16764,353,594
16765,26,32
16766,48,46
16767,137,132
16768,84,381
16769,983,485
16770,124,147
16771,134,0
16772,324,768
16773,329,846
16774,61,49
16775,243,276
16776,272,38
16777,801,1612
16778,376,460
16779,499,373
16780,682,78
16781,523,23
16782,525,5
16783,344,0
16784,464,63
16785,70,59
16786,312,4
16787,255,11
16788,161,24
16789,213,12
16790,204,20
16791,105,220
16792,21,153
16793,0,51
16794,25,157
16795,115,55
16796,60,11
16797,249,40
16798,294,7
16799,45,15
16800,8,0
16801,0,0
16802,42,37
16803,142,272
16804,30,227
16805,195,268
16806,0,316
16807,0,300
16808,0,150
16809,0,0
16810,0,0
16811,0,0
16812,0,0
16813,4,9
16814,10,4
16815,60,38
16816,344,133
16817,119,60
16818,10,389
16819,8,0
16820,0,0
16821,168,8
16822,167,108
16823,95,132
16824,25,681
16825,32,154
16826,158,55
16827,38,393
16828,120,81
16829,278,259
16830,127,516
16831,283,304
16832,260,150
16833,76,12
16834,252,84
16835,122,249
16836,25,528
16837,12,279
16838,126,13
16839,65,442
16840,70,213
16841,200,132
16842,249,4
16843,274,210
16844,894,25
16845,1257,198
16846,1352,726
16847,405,548
16848,210,210
16849,371,296
16850,215,342
16851,113,179
16852,345,0
16853,313,0
16854,75,429
16855,145,420
16856,138,179
16857,218,31
16858,202,239
16859,275,12
16860,28,7
16861,86,0
16862,175,0
16863,300,0
16864,197,6
16865,68,0
16866,76,0
16867,145,0
16868,388,0
16869,92,0
16870,34,0
16871,40,0
16872,62,16
16873,50,342
16874,50,196
16875,47,15
16876,45,0
16877,51,0
16878,97,54
16879,150,5
16880,727,0
16881,1086,124
16882,938,214
16883,924,259
16884,526,94
16885,586,4
16886,330,0
16887,258,109
16888,206,0
16889,336,408
16890,216,86
16891,975,15
16892,951,39
16893,793,9
16894,206,0
16895,143,414
16896,241,40
16897,163,210
16898,133,641
16899,44,510
16900,248,399
16901,244,42
16902,64,314
16903,309,52
16904,150,4
16905,198,13
16906,207,104
16907,108,98
16908,96,306
16909,188,38
16910,452,4
16911,330,468
16912,510,58
16913,138,201
16914,534,19
16915,107,115
16916,349,10
16917,306,312
16918,330,327
16919,336,204
16920,315,4
16921,230,48
16922,154,176
16923,385,33
16924,1103,20
16925,625,137
16926,519,329
16927,109,16
16928,258,13
16929,445,115
16930,331,10
16931,328,0
16932,244,0
16933,80,253
16934,475,507
16935,608,123
16936,402,273
16937,321,0
16938,121,20
16939,504,132
16940,257,9
16941,59,0
16942,204,0
16943,543,316
16944,213,74
16945,139,8
16946,162,0
16947,172,0
16948,436,0
16949,296,0
16950,257,0
16951,93,0
16952,5,27
16953,116,0
16954,796,0
16955,1077,0
16956,769,0
16957,1093,0
16958,460,0
16959,448,0
16960,158,0
16961,182,0
16962,15,0
16963,0,0
16964,0,0
16965,0,0
16966,0,0
16967,0,0
16968,0,0
16969,0,0
16970,0,0
16971,0,0
16972,0,0
16973,0,0
16974,0,0
16975,0,0
16976,0,0
16977,0,0
16978,0,0
16979,0,0
16980,0,0
16981,0,0
16982,0,0
16983,4,4
16984,0,0
16985,0,0
16986,0,0
16987,0,0
16988,0,0
16989,0,0
16990,0,0
16991,0,0
16992,0,0
16993,0,0
16994,0,0
16995,0,0
16996,14,0
16997,117,8
16998,13,0
16999,0,4
17000,0,20
17001,15,0
17002,0,0
17003,0,0
17004,0,0
17005,0,0
17006,25,0
17007,33,0
17008,0,0
17009,0,0
17010,0,0
17011,0,0
17012,0,0
17013,0,0
17014,0,0
17015,0,0
17016,0,0
17017,0,0
17018,0,14
17019,0,0
17020,0,0
17021,0,0
17022,0,0
17023,0,0
17024,0,0
17025,0,0
17026,0,14
17027,0,16
17028,0,0
17029,0,43
17030,0,5
17031,0,0
17032,0,0
17033,0,0
17034,0,0
17035,0,0
17036,0,0
17037,0,0
17038,0,0
17039,0,0
17040,0,0
17041,0,0
17042,0,0
17043,0,0
17044,4,0
17045,5,0
17046,0,0
17047,0,0
17048,0,0
17049,0,0
17050,0,0
17051,0,0
17052,0,0
17053,0,0
17054,0,0
17055,0,0
17056,0,0
17057,0,0
