time,Persephone,Teres
5820,4,0
5821,0,0
5822,0,0
5823,0,0
5824,0,0
5825,0,0
5826,0,0
5827,0,0
5828,0,0
5829,0,0
5830,0,0
5831,0,0
5832,0,0
5833,0,0
5834,0,0
5835,0,0
5836,0,0
5837,0,0
5838,0,294
5839,0,49
5840,0,0
5841,0,0
5842,0,0
5843,0,0
5844,41,0
5845,0,0
5846,0,0
5847,0,0
5848,0,0
5849,139,10
5850,389,164
5851,35,0
5852,0,0
5853,0,0
5854,0,0
5855,0,0
5856,0,0
5857,0,0
5858,0,0
5859,0,0
5860,0,0
5861,0,0
5862,0,0
5863,0,0
5864,0,0
5865,0,0
5866,0,10
5867,0,0
5868,0,0
5869,0,0
5870,0,0
5871,0,0
5872,0,0
5873,4,0
5874,83,8
5875,106,0
5876,0,0
5877,0,0
5878,0,0
5879,0,0
5880,0,0
5881,0,0
5882,0,0
5883,0,0
5884,0,0
5885,0,0
5886,0,0
5887,0,0
5888,0,0
5889,0,0
5890,0,0
5891,0,0
5892,4,5
5893,31,0
5894,26,10
5895,0,0
5896,0,0
5897,0,0
5898,0,0
5899,0,0
5900,0,0
5901,0,0
5902,0,0
5903,0,0
5904,0,0
5905,0,13
5906,8,0
5907,0,0
5908,0,0
5909,0,0
5910,0,0
5911,0,0
5912,0,0
5913,0,0
5914,0,0
5915,6,0
5916,19,14
5917,0,0
5918,0,0
5919,0,0
5920,0,0
5921,0,0
5922,0,0
5923,0,0
5924,0,0
5925,0,0
5926,0,0
5927,0,0
5928,0,0
5929,0,0
5930,0,0
5931,0,0
5932,0,0
5933,0,0
5934,8,11
5935,0,0
5936,0,0
5937,0,0
5938,5,28
5939,0,0
5940,0,0
5941,0,0
5942,0,0
5943,0,0
5944,0,0
5945,0,0
5946,0,0
5947,0,0
5948,29,4
5949,4,72
5950,30,0
5951,44,0
5952,27,0
5953,0,0
5954,0,0
5955,0,0
5956,0,14
5957,9,25
5958,4,255
5959,20,190
5960,93,0
5961,4,0
5962,0,0
5963,0,0
5964,0,0
5965,0,0
5966,0,0
5967,0,0
5968,0,0
5969,0,0
5970,0,0
5971,0,0
5972,0,0
5973,0,0
5974,16,0
5975,0,0
5976,0,0
5977,0,0
5978,0,0
5979,0,0
5980,0,0
5981,0,0
5982,37,9
5983,20,11
5984,12,61
5985,48,5
5986,0,0
5987,0,0
5988,0,0
5989,0,0
5990,0,0
5991,4,0
5992,0,0
5993,0,0
5994,0,0
5995,0,0
5996,0,0
5997,0,0
5998,0,0
5999,4,0
6000,0,0
6001,0,0
6002,0,0
6003,0,0
6004,0,0
6005,0,0
6006,0,0
6007,0,0
6008,0,0
6009,0,0
6010,0,14
6011,0,0
6012,0,0
6013,9,28
6014,26,26
6015,0,0
6016,0,9
6017,4,0
6018,99,4
6019,7,0
6020,0,0
6021,0,0
6022,0,0
6023,0,0
6024,47,0
6025,82,4
6026,0,0
6027,0,0
6028,0,0
6029,39,5
6030,32,0
6031,0,0
6032,0,0
6033,0,0
6034,0,0
6035,0,0
6036,58,6
6037,19,0
6038,0,0
6039,0,0
6040,0,0
6041,0,0
6042,60,0
6043,65,0
6044,222,0
6045,714,0
6046,38,0
6047,31,10
6048,0,0
6049,0,0
6050,15,4
6051,5,24
6052,0,0
6053,0,0
6054,0,0
6055,13,0
6056,0,0
6057,31,4
6058,11,0
6059,42,27
6060,29,5
6061,5,5
6062,430,36
6063,50,399
6064,11,8
6065,4,4
6066,19,0
6067,0,5
6068,51,4
6069,0,0
6070,18,0
6071,6,0
6072,4,0
6073,0,0
6074,26,0
6075,153,0
6076,116,103
6077,593,317
6078,445,285
6079,170,251
6080,0,81
6081,50,0
6082,163,0
6083,557,276
6084,326,462
6085,218,474
6086,1694,165
6087,1376,181
6088,2275,0
6089,1463,864
6090,3130,901
6091,2178,959
6092,1454,336
6093,540,4
6094,81,21
6095,177,19
6096,415,0
6097,450,382
6098,283,349
6099,20,581
6100,6,16
6101,327,170
6102,211,0
6103,164,0
6104,277,0
6105,211,28
6106,0,0
6107,106,0
6108,309,13
6109,0,0
6110,237,0
6111,215,0
6112,26,0
6113,242,0
6114,38,0
6115,17,0
6116,236,0
6117,822,101
6118,338,34
6119,678,285
6120,537,39
6121,268,14
6122,48,36
6123,36,0
6124,13,0
6125,44,6
6126,0,0
6127,0,7
6128,0,0
6129,0,0
6130,24,0
6131,9,0
6132,0,0
6133,24,5
6134,0,0
6135,7,0
6136,20,0
6137,0,0
6138,49,0
6139,0,0
6140,0,0
6141,19,0
6142,74,13
6143,13,0
6144,19,0
6145,0,0
6146,0,0
6147,0,0
6148,0,0
6149,14,0
6150,0,0
6151,0,0
6152,0,0
6153,34,4
6154,0,0
6155,8,11
6156,0,0
6157,8,0
6158,0,0
6159,0,0
6160,0,0
6161,6,0
6162,0,0
6163,0,0
6164,240,541
6165,257,326
6166,500,621
6167,166,295
6168,380,180
6169,381,426
6170,623,287
6171,371,357
6172,455,60
6173,139,440
6174,157,118
6175,314,208
6176,527,270
6177,642,193
6178,232,349
6179,74,182
6180,0,0
6181,4,24
6182,0,0
6183,10,4
6184,15,0
6185,10,0
6186,17,0
6187,0,0
6188,0,0
6189,0,0
6190,0,0
6191,0,0
6192,0,0
6193,0,0
6194,0,0
6195,0,0
6196,16,0
6197,0,0
6198,0,0
6199,0,0
6200,5,0
6201,0,0
6202,0,0
6203,0,0
6204,0,0
6205,0,25
6206,0,0
6207,0,0
6208,0,0
6209,0,0
6210,0,0
6211,0,0
6212,356,4
6213,345,12
6214,13,36
6215,18,0
6216,0,0
6217,26,5
6218,0,0
6219,10,7
6220,413,333
6221,205,618
6222,381,90
6223,212,0
6224,357,182
6225,1350,421
6226,399,634
6227,6,0
6228,264,0
6229,384,450
6230,899,1035
6231,135,606
6232,66,16
6233,37,0
6234,165,20
6235,945,608
6236,437,19
6237,218,177
6238,292,733
6239,759,111
6240,321,833
6241,0,21
6242,178,171
6243,155,85
6244,27,55
6245,22,297
6246,37,25
6247,29,172
6248,45,87
6249,87,285
6250,4,16
6251,5,41
6252,9,28
6253,59,9
6254,100,18
6255,176,30
6256,32,27
6257,39,13
6258,86,10
6259,146,27
6260,46,66
6261,71,0
6262,21,5
6263,136,5
6264,24,0
6265,142,5
6266,40,5
6267,18,10
6268,16,413
6269,763,0
6270,390,12
6271,63,511
6272,161,5
6273,20,0
6274,32,0
6275,105,29
6276,4,0
6277,82,0
6278,176,0
6279,35,232
6280,108,4
6281,0,0
6282,256,0
6283,64,0
6284,33,0
6285,115,10
6286,56,0
6287,37,0
6288,0,0
6289,231,0
6290,62,0
6291,9,29
6292,206,0
6293,40,89
6294,42,26
6295,6,4
6296,576,290
6297,546,39
6298,124,41
6299,216,317
6300,10,176
6301,0,297
6302,383,14
6303,130,302
6304,229,0
6305,177,21
6306,115,17
6307,77,81
6308,241,13
6309,302,353
6310,683,428
6311,217,71
6312,4,6
6313,0,4
6314,4,146
6315,41,0
6316,0,681
6317,11,0
6318,15,15
6319,188,0
6320,399,6
6321,17,102
6322,180,114
6323,17,0
6324,230,0
6325,76,0
6326,62,8
6327,628,568
6328,263,440
6329,624,446
6330,366,320
6331,49,4
6332,44,5
6333,693,71
6334,165,38
6335,657,689
6336,429,374
6337,159,11
6338,93,16
6339,25,0
6340,194,177
6341,189,51
6342,4,141
6343,76,276
6344,13,75
6345,46,122
6346,130,98
6347,447,550
6348,458,301
6349,818,439
6350,180,13
6351,153,0
6352,753,147
6353,15,362
6354,5,47
6355,0,0
6356,0,0
6357,155,5
6358,88,0
6359,85,419
6360,6,0
6361,39,0
6362,504,16
6363,601,0
6364,832,784
6365,781,32
6366,933,132
6367,312,0
6368,155,0
6369,851,640
6370,1224,736
6371,649,0
6372,710,298
6373,86,114
6374,13,0
6375,183,248
6376,811,2098
6377,396,1661
6378,812,1135
6379,469,499
6380,265,293
6381,362,467
6382,120,253
6383,124,215
6384,130,195
6385,138,253
6386,495,260
6387,333,194
6388,343,120
6389,269,108
6390,223,69
6391,638,253
6392,428,146
6393,419,150
6394,699,142
6395,208,217
6396,310,302
6397,97,114
6398,93,226
6399,913,574
6400,409,128
6401,315,350
6402,368,20
6403,188,0
6404,212,0
6405,451,5
6406,221,0
6407,36,27
6408,143,169
6409,261,363
6410,267,277
6411,313,155
6412,385,5
6413,17,4
6414,13,0
6415,0,0
6416,7,0
6417,0,0
6418,0,0
6419,218,128
6420,541,474
6421,431,15
6422,46,181
6423,0,403
6424,89,15
6425,22,0
6426,615,81
6427,809,436
6428,166,423
6429,51,995
6430,4,180
6431,0,298
6432,388,31
6433,225,38
6434,191,254
6435,168,32
6436,0,0
6437,42,14
6438,67,140
6439,5,0
6440,0,0
6441,34,152
6442,4,0
6443,5,6
6444,43,0
6445,0,0
6446,0,0
6447,0,0
6448,0,0
6449,11,0
6450,47,10
6451,453,223
6452,84,40
6453,422,105
6454,4,0
6455,220,165
6456,0,0
6457,22,0
6458,20,0
6459,4,0
6460,549,275
6461,220,203
6462,577,241
6463,145,433
6464,518,498
6465,511,402
6466,330,480
6467,52,61
6468,217,185
6469,58,217
6470,117,200
6471,28,101
6472,4,0
6473,0,0
6474,0,0
6475,19,0
6476,0,119
6477,649,410
6478,596,136
6479,212,882
6480,55,976
6481,548,375
6482,528,291
6483,731,252
6484,800,232
6485,621,120
6486,503,218
6487,645,173
6488,527,16
6489,304,77
6490,35,0
6491,33,0
6492,507,234
6493,192,243
6494,76,234
6495,20,145
6496,328,616
6497,41,22
6498,27,0
6499,115,50
6500,261,5
6501,233,37
6502,15,94
6503,0,0
6504,0,0
6505,21,0
6506,10,0
6507,6,0
6508,302,0
6509,662,82
6510,204,419
6511,16,49
6512,5,0
6513,18,0
6514,0,0
6515,38,0
6516,145,10
6517,37,0
6518,560,266
6519,225,46
6520,349,0
6521,184,0
6522,20,191
6523,91,28
6524,193,221
6525,32,36
6526,4,14
6527,0,0
6528,200,52
6529,206,111
6530,113,208
6531,7,0
6532,335,0
6533,176,305
6534,212,358
6535,238,92
6536,38,230
6537,297,251
6538,48,458
6539,496,72
6540,363,123
6541,0,0
6542,62,108
6543,141,72
6544,802,323
6545,875,180
6546,695,462
6547,480,539
6548,724,189
6549,167,32
6550,142,0
6551,150,30
6552,0,9
6553,14,6
6554,0,219
6555,0,60
6556,0,0
6557,0,0
6558,0,0
6559,0,0
6560,54,377
6561,0,272
6562,33,234
6563,512,578
6564,707,19
6565,274,0
6566,68,4
6567,199,5
6568,101,0
6569,299,80
6570,33,0
6571,685,26
6572,13,622
6573,191,16
6574,339,50
6575,176,47
6576,109,31
6577,0,17
6578,251,307
6579,703,424
6580,883,500
6581,752,380
6582,602,352
6583,414,524
6584,682,0
6585,509,0
6586,236,18
6587,927,686
6588,63,55
6589,558,434
6590,34,602
6591,33,4
6592,10,50
6593,11,16
6594,95,575
6595,410,115
6596,247,16
6597,304,0
6598,265,0
6599,193,802
6600,45,221
6601,257,12
6602,101,0
6603,548,0
6604,270,382
6605,132,853
6606,530,789
6607,181,219
6608,421,307
6609,137,139
6610,318,309
6611,111,581
6612,522,550
6613,330,186
6614,283,72
6615,177,5
6616,91,57
6617,251,159
6618,406,87
6619,331,93
6620,513,44
6621,15,389
6622,12,88
6623,12,256
6624,5,0
6625,5,0
6626,406,529
6627,431,32
6628,595,5
6629,161,0
6630,55,286
6631,0,0
6632,79,0
6633,565,212
6634,588,291
6635,409,356
6636,32,54
6637,325,394
6638,104,55
6639,457,0
6640,30,4
6641,13,26
6642,822,102
6643,145,0
6644,6,5
6645,5,18
6646,104,38
6647,24,154
6648,29,529
6649,23,5
6650,10,4
6651,29,0
6652,5,0
6653,0,15
6654,268,0
6655,263,9
6656,595,0
6657,341,0
6658,216,499
6659,498,147
6660,5,0
6661,272,152
6662,160,70
6663,4,0
6664,516,573
6665,490,167
6666,292,0
6667,112,5
6668,276,441
6669,29,91
6670,170,120
6671,256,79
6672,213,5
6673,139,127
6674,22,0
6675,387,9
6676,111,46
6677,156,0
6678,114,0
6679,576,0
6680,4,476
6681,226,468
6682,4,267
6683,95,9
6684,4,0
6685,21,14
6686,198,4
6687,203,0
6688,92,226
6689,106,0
6690,44,5
6691,352,0
6692,294,534
6693,343,10
6694,333,21
6695,370,94
6696,0,189
6697,184,212
6698,82,132
6699,54,9
6700,61,224
6701,52,119
6702,32,157
6703,9,60
6704,325,12
6705,96,21
6706,380,4
6707,199,242
6708,0,458
6709,205,171
6710,288,0
6711,0,60
6712,21,372
6713,183,11
6714,637,277
6715,608,594
6716,420,301
6717,185,98
6718,52,457
6719,0,0
6720,143,0
6721,117,5
6722,121,262
6723,262,504
6724,150,167
6725,172,0
6726,7,6
6727,515,198
6728,27,152
6729,27,265
6730,409,85
6731,80,285
6732,4,654
6733,0,16
6734,148,4
6735,31,22
6736,65,106
6737,18,0
6738,10,0
6739,4,0
6740,426,0
6741,328,11
6742,311,0
6743,83,86
6744,204,557
6745,250,143
6746,179,7
6747,133,0
6748,0,12
6749,160,232
6750,79,124
6751,96,487
6752,310,85
6753,171,0
6754,106,0
6755,203,0
6756,24,0
6757,17,0
6758,8,15
6759,0,0
6760,135,11
6761,501,0
6762,627,12
6763,38,603
6764,30,528
6765,57,242
6766,5,317
6767,6,26
6768,12,133
6769,35,4
6770,315,879
6771,486,91
6772,136,0
6773,17,6
6774,10,5
6775,155,14
6776,38,0
6777,11,0
6778,57,172
6779,522,537
6780,401,301
6781,702,292
6782,754,301
6783,331,0
6784,284,385
6785,326,202
6786,295,652
6787,255,605
6788,273,170
6789,65,208
6790,426,15
6791,643,40
6792,9,26
6793,19,0
6794,96,8
6795,951,232
6796,601,336
6797,7,376
6798,464,674
6799,246,334
6800,191,129
6801,250,92
6802,152,18
6803,117,317
6804,76,588
6805,353,179
6806,681,5
6807,43,0
6808,23,0
6809,284,730
6810,69,22
6811,30,63
6812,37,166
6813,91,0
6814,585,279
6815,798,462
6816,714,329
6817,681,550
6818,579,710
6819,246,356
6820,210,5
6821,837,346
6822,330,678
6823,261,101
6824,33,376
6825,8,364
6826,448,191
6827,516,0
6828,387,112
6829,278,263
6830,151,364
6831,336,183
6832,592,308
6833,314,103
6834,607,590
6835,60,156
6836,295,577
6837,57,43
6838,16,137
6839,62,99
6840,27,4
6841,0,0
6842,234,0
6843,335,420
6844,556,452
6845,320,815
6846,1909,293
6847,2185,141
6848,485,0
6849,1102,9
6850,1772,0
6851,1862,179
6852,698,459
6853,437,78
6854,287,631
6855,485,553
6856,575,78
6857,304,641
6858,831,13
6859,752,181
6860,401,625
6861,293,429
6862,305,209
6863,407,28
6864,444,387
6865,106,27
6866,350,68
6867,353,544
6868,177,454
6869,153,49
6870,185,0
6871,5,0
6872,88,28
6873,395,0
6874,65,0
6875,104,48
6876,14,0
6877,0,0
6878,0,0
6879,6,34
6880,238,371
6881,430,571
6882,399,405
6883,291,218
6884,190,214
6885,180,94
6886,9,150
6887,6,174
6888,0,43
6889,0,0
6890,0,0
6891,0,0
6892,8,0
6893,0,0
6894,0,0
6895,0,0
6896,0,17
6897,0,0
6898,0,0
6899,0,0
6900,0,0
6901,0,0
6902,0,0
6903,0,218
6904,0,231
6905,123,246
6906,170,87
6907,822,112
6908,420,11
6909,0,0
6910,0,0
6911,0,0
6912,0,0
6913,0,5
6914,0,0
6915,0,0
6916,84,16
6917,0,0
6918,0,0
6919,66,11
6920,8,0
6921,0,0
6922,0,0
6923,0,0
6924,0,0
6925,0,0
6926,0,0
6927,0,0
6928,0,0
6929,0,0
6930,12,0
6931,0,0
6932,0,4
6933,0,0
6934,65,0
6935,0,0
6936,0,0
6937,0,0
6938,0,0
6939,0,0
6940,0,0
6941,0,4
6942,0,0
6943,0,0
6944,0,0
6945,0,0
6946,0,10
6947,68,16
6948,23,21
6949,17,0
6950,21,5
6951,0,5
6952,0,0
6953,0,0
6954,0,0
6955,0,0
6956,0,0
6957,0,0
6958,0,0
6959,0,0
6960,4,118
6961,367,0
6962,0,0
6963,0,0
6964,0,0
6965,0,0
6966,0,0
6967,0,0
6968,0,0
6969,0,0
6970,0,0
6971,0,0
6972,0,0
6973,0,0
6974,0,0
6975,0,0
6976,32,0
6977,0,0
6978,0,0
6979,124,5
6980,11,4
6981,0,0
6982,0,0
6983,0,0
6984,0,0
6985,0,0
6986,0,0
6987,7,0
6988,0,0
6989,0,0
6990,0,0
6991,0,0
6992,0,0
6993,0,0
6994,0,0
6995,15,8
6996,7,153
6997,0,0
6998,0,0
6999,13,0
7000,0,0
7001,7,12
7002,17,0
7003,4,0
7004,0,0
7005,0,0
7006,0,0
7007,0,4
7008,0,0
7009,0,0
7010,0,0
7011,0,0
7012,0,0
7013,0,0
7014,0,8
7015,5,0
7016,0,0
7017,0,0
7018,0,0
7019,0,0
7020,0,0
7021,0,0
7022,0,0
7023,0,0
7024,0,0
7025,0,0
7026,0,0
7027,0,0
7028,0,86
7029,0,0
7030,0,0
7031,0,0
7032,0,0
7033,0,0
7034,0,0
7035,0,0
7036,0,160
7037,95,347
7038,24,0
7039,0,0
7040,0,0
7041,0,0
7042,0,0
7043,0,0
7044,0,0
7045,0,0
7046,0,0
7047,5,0
7048,0,0
7049,0,5
7050,4,34
7051,9,0
7052,64,4
7053,14,0
7054,0,0
7055,0,0
7056,0,0
7057,0,0
7058,0,0
7059,0,0
7060,0,0
7061,0,0
7062,0,0
7063,0,0
7064,0,0
7065,0,0
7066,0,0
7067,0,0
7068,0,0
7069,0,0
7070,43,0
7071,20,101
7072,4,167
7073,22,132
7074,30,203
7075,0,0
7076,5,0
7077,0,0
7078,0,0
7079,0,0
7080,0,0
7081,0,0
7082,0,0
7083,0,0
7084,0,0
7085,0,0
7086,0,0
7087,0,0
7088,0,0
7089,0,0
7090,65,0
7091,0,0
7092,0,0
7093,0,0
7094,0,0
7095,0,0
7096,0,0
7097,0,0
7098,0,0
7099,0,0
7100,0,0
7101,0,0
7102,0,0
7103,0,0
7104,0,0
7105,4,0
7106,0,0
7107,0,0
7108,0,0
7109,0,0
7110,0,0
7111,0,0
7112,0,0
7113,0,0
7114,0,0
7115,0,0
7116,0,0
7117,28,8
7118,9,114
7119,116,666
7120,188,200
7121,13,0
7122,0,0
7123,0,0
7124,0,0
7125,0,0
7126,0,0
7127,0,0
7128,0,0
7129,0,0
7130,0,0
7131,0,0
7132,0,0
7133,0,0
7134,0,0
7135,0,0
7136,0,0
7137,0,8
7138,0,0
7139,0,0
7140,0,0
7141,0,0
7142,0,0
7143,0,0
7144,0,0
7145,0,0
7146,0,0
7147,0,0
7148,0,0
7149,0,0
7150,0,0
7151,4,0
7152,16,0
7153,0,26
7154,0,107
7155,0,0
7156,0,0
7157,0,0
7158,0,0
7159,0,0
7160,0,0
7161,0,0
7162,0,0
7163,34,0
7164,0,32
7165,18,0
7166,0,0
7167,0,0
7168,0,0
7169,0,0
7170,0,0
7171,0,0
7172,0,0
7173,0,0
7174,0,0
7175,0,0
7176,0,0
7177,0,165
7178,0,39
7179,0,0
7180,17,0
7181,0,0
7182,0,0
7183,0,0
7184,0,0
7185,0,0
7186,0,0
7187,13,6
7188,0,0
7189,0,0
7190,4,0
7191,0,0
7192,0,0
7193,0,0
7194,0,0
7195,0,0
7196,0,0
7197,0,0
7198,4,116
7199,0,0
7200,0,0
7201,0,0
7202,0,0
7203,0,0
7204,0,0
7205,0,0
7206,5,0
7207,0,0
7208,0,0
7209,0,0
7210,0,0
7211,0,0
7212,0,0
7213,0,0
7214,0,0
7215,101,0
7216,42,4
7217,0,0
7218,0,0
7219,0,0
7220,0,0
7221,0,0
7222,0,0
7223,0,0
7224,0,0
7225,0,0
7226,7,0
7227,15,0
7228,0,0
7229,0,0
7230,0,0
7231,0,15
7232,0,207
7233,10,37
7234,0,0
7235,0,0
7236,0,0
7237,0,4
7238,0,4
7239,0,0
7240,0,0
7241,0,0
7242,0,0
7243,0,10
7244,0,24
7245,0,7
7246,0,16
7247,0,4
7248,0,9
7249,0,8
7250,0,0
7251,0,0
7252,10,16
7253,114,0
7254,0,4
7255,6,15
7256,0,4
7257,0,0
7258,0,0
7259,21,0
7260,0,0
7261,0,4
7262,10,0
7263,16,0
7264,0,0
7265,5,0
7266,0,0
7267,0,0
7268,0,0
7269,0,0
7270,0,0
7271,0,0
7272,0,0
7273,0,0
7274,45,44
7275,24,11
7276,0,4
7277,0,5
7278,0,0
7279,0,0
7280,0,0
7281,0,0
7282,0,0
7283,5,0
7284,0,0
7285,0,0
7286,0,0
7287,0,0
7288,0,0
7289,0,0
7290,0,0
7291,0,0
7292,0,0
7293,0,0
7294,0,6
7295,28,4
7296,0,0
7297,0,0
7298,0,0
7299,0,0
7300,0,0
7301,0,0
7302,0,0
7303,0,0
7304,0,0
7305,0,0
7306,0,0
7307,0,0
7308,0,0
7309,0,0
7310,0,0
7311,260,9
7312,204,223
7313,58,19
7314,21,0
7315,0,0
7316,0,0
7317,0,0
7318,0,0
7319,0,0
7320,0,0
7321,0,0
7322,0,0
7323,0,4
7324,0,0
7325,0,0
7326,0,0
7327,0,0
7328,0,0
7329,0,0
7330,0,0
7331,0,0
7332,0,0
7333,0,0
7334,0,0
7335,0,0
7336,0,0
7337,0,4
7338,0,0
7339,0,0
7340,0,0
7341,9,0
7342,31,0
7343,0,0
7344,0,0
7345,10,148
7346,18,0
7347,0,0
7348,0,0
7349,0,0
7350,0,0
7351,0,0
7352,0,0
7353,0,0
7354,0,0
7355,0,0
7356,0,0
7357,0,0
7358,0,6
7359,0,0
7360,0,0
7361,0,0
7362,0,0
7363,0,0
7364,4,0
7365,33,11
7366,31,0
7367,88,0
7368,5,0
7369,0,0
7370,0,0
7371,0,0
7372,0,4
7373,0,0
7374,0,0
7375,0,0
7376,0,0
7377,0,0
7378,30,0
7379,9,14
7380,0,0
7381,0,0
7382,0,0
7383,0,0
7384,0,0
7385,0,0
7386,0,0
7387,0,0
7388,0,0
7389,0,0
7390,0,0
7391,0,0
7392,0,0
7393,0,0
7394,0,0
7395,0,0
7396,0,0
7397,0,0
7398,0,0
7399,0,9
7400,10,15
7401,0,4
7402,300,239
7403,48,107
7404,0,0
7405,0,0
7406,0,4
7407,0,4
7408,0,0
7409,0,0
7410,0,0
7411,0,0
7412,36,0
7413,0,0
7414,0,0
7415,0,0
7416,0,0
7417,0,0
7418,0,0
7419,5,0
7420,13,4
7421,64,189
7422,79,43
7423,0,9
7424,26,10
7425,0,16
7426,0,0
7427,0,21
7428,20,0
7429,16,0
7430,0,4
7431,183,5
7432,374,197
7433,59,5
7434,9,0
7435,0,0
7436,0,0
7437,0,0
7438,0,0
7439,0,0
7440,0,0
7441,0,0
7442,12,16
7443,0,0
7444,0,0
7445,0,0
7446,0,0
7447,0,0
7448,0,0
7449,0,0
7450,0,0
7451,0,0
7452,0,0
7453,0,0
7454,0,0
7455,0,0
7456,0,0
7457,0,0
7458,0,0
7459,0,0
7460,0,0
7461,14,10
7462,0,5
7463,0,0
7464,0,0
7465,0,0
7466,0,0
7467,0,0
7468,23,0
7469,15,0
7470,0,0
7471,22,25
7472,15,40
7473,21,0
7474,136,16
7475,26,15
7476,5,0
7477,0,0
7478,6,0
7479,0,0
7480,10,58
7481,4,185
7482,0,32
7483,4,0
7484,0,0
7485,0,0
7486,117,0
7487,161,0
7488,536,36
7489,20,17
7490,24,0
7491,0,0
7492,0,0
7493,0,0
7494,235,0
7495,251,108
7496,0,10
7497,0,0
7498,0,4
7499,13,0
7500,0,0
7501,16,64
7502,976,1058
7503,581,173
7504,1254,4
7505,954,610
7506,1684,604
7507,1005,24
7508,737,104
7509,270,176
7510,345,849
7511,268,278
7512,1826,152
7513,626,207
7514,511,11
7515,764,1275
7516,1297,1070
7517,727,36
7518,254,178
7519,606,369
7520,617,114
7521,828,94
7522,682,277
7523,968,918
7524,495,1188
7525,1452,1665
7526,2116,3041
7527,1348,1330
7528,2007,2467
7529,872,184
7530,896,16
7531,55,0
7532,405,13
7533,424,0
7534,34,0
7535,19,14
7536,683,0
7537,267,495
7538,54,121
7539,66,53
7540,47,188
7541,358,621
7542,5,51
7543,118,16
7544,436,182
7545,260,97
7546,315,174
7547,425,177
7548,518,248
7549,552,109
7550,380,329
7551,331,130
7552,385,191
7553,209,11
7554,109,0
7555,896,0
7556,514,161
7557,206,88
7558,321,272
7559,229,247
7560,14,313
7561,170,32
7562,0,4
7563,351,0
7564,785,4
7565,573,28
7566,14,10
7567,10,0
7568,0,0
7569,4,0
7570,0,0
7571,33,17
7572,0,11
7573,8,10
7574,28,9
7575,0,0
7576,45,5
7577,954,0
7578,666,239
7579,92,0
7580,101,0
7581,36,0
7582,0,0
7583,0,0
7584,0,0
7585,0,0
7586,0,99
7587,322,4
7588,60,123
7589,0,0
7590,24,0
7591,0,0
7592,0,0
7593,0,0
7594,36,4
7595,0,0
7596,0,12
7597,0,0
7598,0,0
7599,0,0
7600,0,0
7601,13,0
7602,21,9
7603,648,72
7604,396,166
7605,399,781
7606,25,113
7607,0,112
7608,28,170
7609,23,218
7610,317,408
7611,193,116
7612,233,156
7613,544,152
7614,442,542
7615,82,112
7616,106,0
7617,62,455
7618,199,723
7619,151,151
7620,26,135
7621,462,115
7622,817,171
7623,23,314
7624,60,127
7625,116,270
7626,190,281
7627,128,150
7628,23,0
7629,9,578
7630,411,33
7631,319,0
7632,229,7
7633,371,0
7634,1186,304
7635,1553,1780
7636,1034,1865
7637,280,1378
7638,419,55
7639,806,0
7640,433,284
7641,10,647
7642,552,820
7643,257,241
7644,70,70
7645,324,0
7646,373,0
7647,60,0
7648,618,612
7649,43,94
7650,0,846
7651,303,99
7652,1182,1324
7653,454,346
7654,435,599
7655,557,484
7656,0,116
7657,21,0
7658,12,258
7659,204,262
7660,0,195
7661,8,0
7662,144,282
7663,4,11
7664,109,606
7665,116,154
7666,240,0
7667,504,249
7668,95,47
7669,574,624
7670,386,536
7671,136,782
7672,1126,261
7673,58,146
7674,659,7
7675,77,4
7676,50,17
7677,521,47
7678,88,235
7679,5,17
7680,15,116
7681,28,33
7682,73,24
7683,162,0
7684,60,11
7685,16,0
7686,21,0
7687,123,0
7688,162,0
7689,4,0
7690,4,356
7691,737,213
7692,43,569
7693,20,174
7694,0,0
7695,46,0
7696,395,0
7697,801,4
7698,464,585
7699,137,4
7700,457,13
7701,524,162
7702,222,726
7703,158,39
7704,39,588
7705,61,33
7706,123,434
7707,0,10
7708,31,0
7709,148,0
7710,37,0
7711,100,0
7712,66,0
7713,24,0
7714,37,0
7715,12,131
7716,27,428
7717,271,0
7718,155,0
7719,48,251
7720,111,129
7721,199,145
7722,61,5
7723,11,0
7724,0,209
7725,10,196
7726,40,5
7727,212,6
7728,746,409
7729,658,169
7730,474,437
7731,71,249
7732,9,43
7733,28,7
7734,10,0
7735,6,0
7736,30,0
7737,0,0
7738,15,0
7739,18,0
7740,13,112
7741,4,0
7742,97,0
7743,216,0
7744,70,0
7745,42,8
7746,25,17
7747,284,0
7748,67,4
7749,48,39
7750,16,0
7751,4,11
7752,9,0
7753,166,13
7754,484,24
7755,54,5
7756,550,59
7757,0,0
7758,50,0
7759,99,0
7760,299,6
7761,496,70
7762,183,133
7763,46,10
7764,19,0
7765,201,0
7766,82,169
7767,636,0
7768,661,203
7769,217,0
7770,176,25
7771,690,753
7772,244,1289
7773,358,551
7774,595,873
7775,317,988
7776,420,947
7777,550,741
7778,68,986
7779,232,251
7780,36,46
7781,5,139
7782,47,24
7783,210,21
7784,153,5
7785,27,51
7786,383,478
7787,74,0
7788,175,0
7789,436,0
7790,9,0
7791,415,38
7792,550,176
7793,6,31
7794,503,104
7795,86,0
7796,397,0
7797,4,0
7798,4,4
7799,12,4
7800,52,0
7801,288,0
7802,679,10
7803,0,186
7804,319,13
7805,325,0
7806,5,0
7807,513,0
7808,39,365
7809,351,81
7810,770,1174
