time,Persephone,Teres
13705,476,455
13706,172,405
13707,43,455
13708,7,196
13709,37,411
13710,376,204
13711,103,758
13712,85,371
13713,81,260
13714,51,214
13715,192,254
13716,487,341
13717,265,266
13718,286,371
13719,165,324
13720,266,479
13721,97,41
13722,557,120
13723,58,236
13724,78,202
13725,180,7
13726,534,235
13727,498,478
13728,546,384
13729,48,0
13730,17,155
13731,36,13
13732,150,105
13733,272,280
13734,405,443
13735,75,429
13736,567,247
13737,804,908
13738,505,656
13739,753,273
13740,622,368
13741,466,253
13742,730,323
13743,299,202
13744,247,230
13745,57,410
13746,37,0
13747,0,0
13748,32,14
13749,16,0
13750,14,0
13751,80,337
13752,0,345
13753,40,200
13754,53,0
13755,25,104
13756,23,499
13757,87,279
13758,198,593
13759,473,274
13760,0,252
13761,4,454
13762,14,417
13763,49,477
13764,351,762
13765,219,740
13766,191,388
13767,186,526
13768,62,154
13769,0,201
13770,0,369
13771,4,152
13772,11,173
13773,17,504
13774,122,365
13775,99,444
13776,457,592
13777,994,356
13778,206,157
13779,147,25
13780,4,122
13781,204,1190
13782,958,359
13783,153,652
13784,119,405
13785,486,446
13786,123,190
13787,202,402
13788,0,103
13789,13,41
13790,485,106
13791,74,363
13792,5,352
13793,236,339
13794,4,280
13795,22,31
13796,0,7
13797,257,11
13798,409,12
13799,41,267
13800,6,313
13801,71,0
13802,288,129
13803,11,398
13804,80,548
13805,394,359
13806,342,622
13807,371,607
13808,216,154
13809,10,117
13810,156,70
13811,242,376
13812,127,81
13813,252,358
13814,516,319
13815,89,291
13816,167,115
13817,111,140
13818,183,553
13819,18,492
13820,5,214
13821,0,239
13822,12,364
13823,228,52
13824,102,0
13825,110,4
13826,99,23
13827,46,16
13828,268,0
13829,85,949
13830,238,502
13831,202,65
13832,64,46
13833,141,231
13834,137,418
13835,120,43
13836,402,343
13837,447,461
13838,377,334
13839,141,560
13840,508,506
13841,297,933
13842,513,323
13843,469,695
13844,340,1083
13845,433,1114
13846,946,646
13847,453,549
13848,72,476
13849,164,334
13850,222,15
13851,517,25
13852,491,472
13853,1046,77
13854,130,216
13855,321,8
13856,495,481
13857,205,297
13858,33,334
13859,129,0
13860,541,683
13861,38,303
13862,285,292
13863,133,648
13864,50,157
13865,707,4
13866,167,632
13867,1346,403
13868,1180,896
13869,283,234
13870,62,232
13871,26,47
13872,4,26
13873,17,0
13874,10,9
13875,38,0
13876,6,0
13877,6,371
13878,141,722
13879,215,84
13880,725,1350
13881,771,860
13882,630,1382
13883,63,838
13884,957,125
13885,0,0
13886,84,69
13887,105,43
13888,25,0
13889,559,45
13890,313,154
13891,201,428
13892,431,185
13893,141,84
13894,104,156
13895,507,84
13896,621,426
13897,849,161
13898,536,355
13899,810,561
13900,962,630
13901,577,542
13902,453,234
13903,275,334
13904,209,187
13905,227,90
13906,152,202
13907,220,196
13908,438,312
13909,266,325
13910,347,226
13911,265,100
13912,258,99
13913,263,93
13914,14,158
13915,0,4
13916,0,0
13917,0,0
13918,0,0
13919,0,0
13920,48,0
13921,78,70
13922,183,373
13923,18,181
13924,9,0
13925,53,30
13926,47,392
13927,15,333
13928,253,380
13929,66,130
13930,48,220
13931,55,215
13932,241,444
13933,9,297
13934,14,82
13935,0,25
13936,13,0
13937,0,0
13938,0,96
13939,0,42
13940,36,0
13941,241,319
13942,141,0
13943,163,21
13944,334,0
13945,111,177
13946,0,390
13947,0,0
13948,11,84
13949,10,288
13950,0,188
13951,0,128
13952,0,5
13953,0,95
13954,0,475
13955,23,241
13956,22,40
13957,0,0
13958,235,9
13959,121,77
13960,213,360
13961,598,190
13962,239,130
13963,244,76
13964,446,77
13965,339,438
13966,169,316
13967,20,88
13968,0,0
13969,16,0
13970,0,0
13971,39,20
13972,370,164
13973,74,4
13974,215,0
13975,364,176
13976,340,83
13977,407,209
13978,308,217
13979,302,418
13980,405,318
13981,314,266
13982,1210,424
13983,987,613
13984,1191,289
13985,822,597
13986,83,231
13987,546,829
13988,307,290
13989,208,386
13990,19,423
13991,0,76
13992,296,433
13993,253,44
13994,586,96
13995,395,102
13996,503,439
13997,233,197
13998,452,56
13999,480,289
14000,341,475
14001,267,295
14002,5,230
14003,0,426
14004,15,68
14005,4,527
14006,50,179
14007,239,59
14008,488,263
14009,227,219
14010,12,194
14011,14,0
14012,272,0
14013,58,0
14014,30,58
14015,109,228
14016,188,209
14017,42,57
14018,57,0
14019,0,0
14020,22,0
14021,0,111
14022,0,262
14023,0,103
14024,0,4
14025,0,0
14026,0,0
14027,0,11
14028,0,0
14029,0,0
14030,0,0
14031,0,0
14032,56,0
14033,0,0
14034,0,0
14035,57,0
14036,28,0
14037,0,0
14038,0,0
14039,83,0
14040,178,0
14041,245,0
14042,141,0
14043,261,0
14044,127,0
14045,14,0
14046,15,0
14047,29,321
14048,29,0
14049,27,0
14050,36,6
14051,0,0
14052,0,9
14053,0,21
14054,106,0
14055,11,0
14056,0,0
14057,21,0
14058,249,0
14059,98,0
14060,351,0
14061,193,12
14062,195,0
14063,55,0
14064,128,18
14065,179,5
14066,115,63
14067,203,0
14068,65,0
14069,203,0
14070,255,0
14071,31,0
14072,22,0
14073,22,0
14074,33,48
14075,58,0
14076,0,0
14077,4,0
14078,0,0
14079,5,0
14080,0,0
14081,0,0
14082,0,0
14083,0,0
14084,0,0
14085,0,0
14086,0,0
14087,0,0
14088,0,0
14089,0,0
14090,0,0
14091,0,0
14092,0,0
14093,6,4
14094,0,0
14095,0,0
14096,0,0
14097,21,0
14098,26,0
14099,0,0
14100,185,0
14101,9,0
14102,0,0
14103,0,0
14104,0,0
14105,0,0
14106,0,0
14107,0,0
14108,0,0
14109,19,19
14110,0,23
14111,0,0
14112,0,0
14113,0,0
14114,0,0
14115,0,0
14116,0,0
14117,0,0
14118,54,0
14119,0,0
14120,0,4
14121,0,0
14122,117,289
14123,0,84
14124,0,56
14125,0,0
14126,0,0
14127,0,0
14128,0,0
14129,0,0
14130,0,0
14131,0,0
14132,0,0
14133,0,0
14134,0,0
14135,0,0
14136,0,0
14137,0,0
14138,0,0
14139,0,0
14140,0,0
14141,0,0
14142,193,50
14143,89,0
14144,0,0
14145,0,4
14146,0,0
14147,0,0
14148,0,0
14149,0,0
14150,0,0
14151,0,0
14152,0,0
14153,0,0
14154,0,0
14155,18,0
14156,179,23
14157,160,15
14158,196,17
14159,496,0
14160,22,10
14161,4,0
14162,45,8
14163,22,0
14164,76,0
14165,0,0
14166,0,0
14167,0,0
14168,0,0
14169,0,0
14170,0,0
14171,0,0
14172,0,0
14173,0,0
14174,0,0
14175,0,9
14176,0,0
14177,4,0
14178,14,0
14179,36,0
14180,0,0
14181,0,0
14182,0,5
14183,0,4
14184,0,60
14185,0,0
14186,0,0
14187,0,0
14188,0,13
14189,0,38
14190,0,5
14191,0,0
14192,0,0
14193,0,0
14194,0,0
14195,0,0
14196,0,0
14197,0,0
14198,0,0
14199,0,0
14200,0,0
14201,15,0
14202,5,0
14203,0,0
14204,0,0
14205,0,0
14206,0,0
14207,0,0
14208,0,0
14209,0,0
14210,30,5
14211,42,0
14212,6,0
14213,37,0
14214,0,0
14215,0,0
14216,0,0
14217,0,0
14218,0,0
14219,0,0
14220,0,0
14221,17,0
14222,0,0
14223,0,0
14224,0,0
14225,0,0
14226,0,0
14227,0,0
14228,0,0
14229,0,0
14230,0,5
14231,0,0
14232,0,0
14233,0,0
14234,0,0
14235,0,0
14236,0,0
14237,0,0
14238,4,0
14239,0,0
14240,0,0
14241,95,0
14242,39,0
14243,0,0
14244,0,0
14245,0,0
14246,0,42
14247,0,0
14248,0,0
14249,0,0
14250,0,0
14251,0,0
14252,0,0
14253,0,0
14254,0,0
14255,0,0
14256,0,0
14257,0,0
14258,0,0
14259,0,0
14260,0,0
14261,0,0
14262,0,0
14263,0,0
14264,0,0
14265,0,0
14266,0,0
14267,0,0
14268,0,0
14269,0,0
14270,0,0
14271,0,0
14272,179,101
14273,16,0
14274,210,0
14275,315,0
14276,25,0
14277,0,0
14278,0,0
14279,0,0
14280,0,9
14281,0,272
14282,0,0
14283,0,0
14284,0,0
14285,0,0
14286,0,0
14287,0,0
14288,0,0
14289,0,0
14290,0,0
14291,0,0
14292,0,0
14293,0,9
14294,0,0
14295,0,0
14296,0,0
14297,0,0
14298,0,0
14299,0,0
14300,0,0
14301,0,0
14302,0,0
14303,0,0
14304,250,0
14305,96,0
14306,0,0
14307,0,0
14308,0,0
14309,0,0
14310,0,47
14311,0,0
14312,0,0
14313,0,0
14314,0,0
14315,0,0
14316,0,0
14317,0,0
14318,0,0
14319,0,0
14320,0,0
14321,0,0
14322,0,0
14323,0,0
14324,0,0
14325,0,0
14326,0,0
14327,0,0
14328,16,0
14329,0,40
14330,0,0
14331,0,0
14332,0,0
14333,0,0
14334,0,0
14335,0,0
14336,0,0
14337,0,0
14338,0,0
14339,0,0
14340,0,0
14341,0,0
14342,0,0
14343,0,0
14344,0,0
14345,0,0
14346,0,0
14347,0,0
14348,45,0
14349,0,0
14350,6,151
14351,0,0
14352,50,0
14353,21,0
14354,0,0
14355,0,207
14356,0,0
14357,0,0
14358,0,0
14359,0,0
14360,0,0
14361,0,0
14362,22,0
14363,92,0
14364,0,0
14365,0,0
14366,0,4
14367,0,0
14368,0,0
14369,0,0
14370,0,166
14371,0,0
14372,0,0
14373,0,0
14374,0,0
14375,0,0
14376,5,0
14377,0,0
14378,0,0
14379,0,0
14380,0,12
14381,0,0
14382,0,0
14383,0,0
14384,0,0
14385,0,0
14386,0,0
14387,0,0
14388,0,0
14389,0,0
14390,0,0
14391,10,0
14392,0,0
14393,0,0
14394,0,0
14395,0,5
14396,0,0
14397,0,0
14398,0,0
14399,25,0
14400,10,9
14401,5,41
14402,0,0
14403,0,0
14404,0,0
14405,0,0
14406,0,0
14407,0,0
14408,0,0
14409,0,0
14410,0,0
14411,0,0
14412,0,0
14413,0,0
14414,0,0
14415,0,0
14416,0,0
14417,0,0
14418,0,0
14419,0,0
14420,147,0
14421,0,0
14422,0,0
14423,0,0
14424,0,0
14425,0,0
14426,0,0
14427,0,0
14428,0,0
14429,0,0
14430,0,0
14431,7,0
14432,179,0
14433,7,0
14434,79,0
14435,16,0
14436,0,0
14437,0,0
14438,0,0
14439,0,0
14440,0,0
14441,0,0
14442,0,0
14443,0,0
14444,0,0
14445,0,0
14446,0,0
14447,0,0
14448,0,0
14449,0,0
14450,0,0
14451,0,0
14452,0,0
14453,0,0
14454,0,0
14455,0,0
14456,0,0
14457,0,0
14458,0,0
14459,0,0
14460,0,16
14461,39,0
14462,0,0
14463,0,0
14464,0,0
14465,0,0
14466,141,4
14467,72,0
14468,0,0
14469,0,0
14470,0,0
14471,0,0
14472,0,0
14473,0,0
14474,0,0
14475,0,0
14476,0,0
14477,0,0
14478,0,0
14479,0,0
14480,0,0
14481,0,0
14482,0,0
14483,0,0
14484,0,0
14485,0,0
14486,0,0
14487,0,0
14488,0,0
14489,0,0
14490,0,0
14491,0,0
14492,17,0
14493,0,0
14494,19,0
14495,0,0
14496,0,0
14497,0,0
14498,0,0
14499,0,0
14500,0,0
14501,0,0
14502,0,83
14503,0,0
14504,0,0
14505,0,25
14506,0,120
14507,17,158
14508,0,219
14509,0,135
14510,0,59
14511,0,0
14512,0,0
14513,0,4
14514,0,0
14515,0,0
14516,0,0
14517,0,0
14518,0,0
14519,0,0
14520,0,0
14521,0,0
14522,0,0
14523,0,0
14524,0,0
14525,0,0
14526,0,0
14527,0,0
14528,0,0
14529,0,0
14530,0,0
14531,0,0
14532,0,0
14533,0,0
14534,0,0
14535,0,0
14536,0,0
14537,0,0
14538,0,0
14539,0,0
14540,0,0
14541,0,6
14542,0,0
14543,62,126
14544,20,4
14545,0,0
14546,0,0
14547,0,0
14548,0,0
14549,0,0
14550,0,0
14551,0,0
14552,0,0
14553,0,0
14554,0,0
14555,0,0
14556,0,0
14557,0,0
14558,0,0
14559,0,0
14560,0,0
14561,0,0
14562,0,0
14563,0,0
14564,0,0
14565,0,0
14566,0,0
14567,0,0
14568,0,0
14569,0,0
14570,62,0
14571,35,0
14572,0,0
14573,0,0
14574,0,0
14575,0,0
14576,0,0
14577,0,0
14578,0,0
14579,0,0
14580,0,0
14581,0,0
14582,0,0
14583,0,0
14584,0,0
14585,0,0
14586,0,0
14587,0,0
14588,0,4
14589,0,0
14590,0,0
14591,0,0
14592,0,0
14593,0,0
14594,0,0
14595,0,0
14596,0,0
14597,0,0
14598,0,0
14599,0,0
14600,0,0
14601,0,0
14602,0,0
14603,0,0
14604,0,17
14605,52,0
14606,13,0
14607,34,0
14608,11,40
14609,115,120
14610,154,90
14611,129,9
14612,287,10
14613,62,0
14614,59,0
14615,5,0
14616,13,0
14617,0,0
14618,0,0
14619,0,0
14620,0,4
14621,0,0
14622,0,0
14623,0,4
14624,0,0
14625,0,0
14626,0,0
14627,0,0
14628,0,0
14629,40,0
14630,0,0
14631,0,0
14632,0,0
14633,0,0
14634,0,0
14635,0,0
14636,0,0
14637,0,0
14638,0,39
14639,84,22
14640,9,135
14641,0,42
14642,0,0
14643,0,53
14644,0,206
14645,0,7
14646,0,0
14647,0,0
14648,0,0
14649,0,0
14650,5,0
14651,0,0
14652,0,0
14653,0,0
14654,4,0
14655,100,5
14656,77,0
14657,96,0
14658,374,0
14659,141,0
14660,165,0
14661,133,0
14662,413,0
14663,42,0
14664,0,0
14665,0,0
14666,0,0
14667,0,0
14668,0,0
14669,0,0
14670,0,0
14671,5,0
14672,182,0
14673,0,0
14674,81,0
14675,29,0
14676,5,0
14677,0,7
14678,0,140
14679,0,10
14680,0,0
14681,0,0
14682,0,0
14683,0,10
14684,0,0
14685,0,0
14686,0,0
14687,0,0
14688,0,0
14689,17,0
14690,7,0
14691,0,0
14692,0,0
14693,0,0
14694,91,6
14695,31,43
14696,0,0
14697,0,0
14698,0,0
14699,0,15
14700,0,0
14701,0,14
14702,0,0
14703,0,0
14704,24,0
14705,12,0
14706,186,36
14707,53,5
14708,99,0
14709,28,138
14710,27,47
14711,17,12
14712,0,0
14713,14,5
14714,0,0
14715,0,0
14716,0,0
14717,0,5
14718,0,4
14719,0,0
14720,0,0
14721,0,5
14722,0,0
14723,42,0
14724,0,0
14725,0,0
14726,0,4
14727,9,0
14728,92,0
14729,24,0
14730,0,0
14731,0,0
14732,0,0
14733,0,0
14734,69,0
14735,0,0
14736,0,0
14737,9,0
14738,124,80
14739,20,249
14740,23,163
14741,80,144
14742,386,51
14743,463,377
14744,383,708
14745,379,551
14746,331,256
14747,89,14
14748,294,204
14749,150,115
14750,14,0
14751,0,0
14752,0,0
14753,0,0
14754,0,0
14755,0,0
14756,0,0
14757,0,0
14758,0,0
14759,24,0
14760,0,0
14761,65,14
14762,490,0
14763,91,0
14764,19,0
14765,0,0
14766,25,0
14767,39,0
14768,312,99
14769,172,240
14770,207,400
14771,178,24
14772,29,6
14773,0,0
14774,0,9
14775,0,0
14776,0,0
14777,0,0
14778,0,0
14779,0,10
14780,47,0
14781,0,0
14782,0,0
14783,0,0
14784,0,0
14785,40,0
14786,14,0
14787,58,4
14788,79,0
14789,0,4
14790,4,0
14791,59,8
14792,10,6
14793,170,0
14794,117,0
14795,11,5
14796,5,0
14797,12,0
14798,10,21
14799,0,0
14800,0,0
14801,0,0
14802,0,0
14803,0,0
14804,0,0
14805,208,0
14806,47,0
14807,24,0
14808,0,0
14809,14,0
14810,155,0
14811,284,0
14812,122,0
14813,11,9
14814,0,151
14815,41,311
14816,376,559
14817,123,538
14818,346,329
14819,42,431
14820,247,191
14821,413,115
14822,127,134
14823,323,280
14824,258,721
14825,260,103
14826,700,0
14827,41,353
14828,118,63
14829,328,0
14830,210,0
14831,280,0
14832,93,0
14833,124,17
14834,360,0
14835,31,0
14836,58,138
14837,56,0
14838,4,0
14839,16,0
14840,0,0
14841,5,58
14842,176,56
14843,0,5
14844,0,0
14845,0,12
14846,0,245
14847,40,52
14848,14,23
14849,0,0
14850,129,4
14851,67,21
14852,120,35
14853,129,10
14854,0,0
14855,103,0
14856,48,175
14857,7,97
14858,0,0
14859,0,0
14860,0,0
14861,0,0
14862,0,0
14863,0,0
14864,101,0
14865,13,14
14866,9,0
14867,6,0
14868,0,0
14869,0,0
14870,32,0
14871,178,0
14872,164,54
14873,107,0
14874,274,98
14875,414,298
14876,234,538
14877,174,0
14878,30,0
14879,287,47
14880,328,0
14881,25,0
14882,5,0
14883,64,4
14884,194,0
14885,5,153
14886,0,191
14887,0,558
14888,125,17
14889,0,0
14890,19,0
14891,164,0
14892,16,26
14893,5,0
14894,68,0
14895,206,0
14896,19,22
14897,4,0
14898,44,0
14899,0,0
14900,0,0
14901,18,208
14902,11,168
14903,4,0
14904,20,95
14905,0,0
14906,0,0
14907,0,25
14908,17,6
14909,45,0
14910,0,0
14911,32,44
14912,11,107
14913,296,475
14914,1068,1134
14915,735,758
14916,2329,1041
14917,1762,788
14918,1594,924
14919,922,1630
14920,1709,681
14921,1326,1131
14922,1463,1833
14923,1016,935
14924,756,878
14925,1306,866
14926,521,988
14927,894,1244
14928,48,714
14929,4,375
14930,9,394
14931,809,412
14932,173,78
14933,97,142
14934,162,232
14935,20,171
14936,48,118
14937,737,344
14938,482,448
14939,18,0
14940,78,278
14941,371,13
14942,41,96
14943,461,413
14944,424,378
14945,94,19
14946,129,0
14947,24,306
14948,171,531
14949,40,378
14950,355,5
14951,328,0
14952,1030,535
14953,596,824
14954,641,179
14955,0,0
14956,14,9
14957,9,84
14958,4,661
14959,835,598
14960,142,164
14961,1062,169
14962,60,449
14963,22,4
14964,14,0
14965,0,69
14966,6,0
14967,67,0
14968,1202,343
14969,648,625
14970,715,308
14971,7,1244
14972,162,4
14973,652,4
14974,844,156
14975,51,21
14976,150,0
14977,29,97
14978,45,27
14979,14,6
14980,27,220
14981,934,919
14982,40,14
14983,800,141
14984,333,289
14985,73,38
14986,557,69
14987,633,227
14988,44,128
14989,0,112
14990,5,41
14991,4,110
14992,6,777
14993,0,0
14994,191,327
14995,0,16
14996,14,6
14997,11,0
14998,44,9
14999,19,103
15000,16,505
15001,14,773
15002,45,583
15003,240,109
15004,1018,364
15005,743,853
15006,780,678
15007,617,439
15008,271,223
15009,587,295
15010,29,138
15011,4,10
15012,23,0
15013,11,13
15014,0,15
15015,0,4
15016,0,104
15017,7,0
15018,129,29
15019,177,178
15020,25,45
15021,6,0
15022,0,14
15023,0,0
15024,0,0
15025,24,0
15026,557,366
15027,600,519
15028,21,112
15029,4,4
15030,41,18
15031,0,20
15032,608,714
15033,794,421
15034,74,760
15035,102,6
15036,866,811
15037,343,227
15038,567,180
15039,1003,294
15040,787,369
15041,177,455
15042,82,411
15043,637,95
15044,146,92
15045,123,137
15046,59,14
15047,51,55
15048,56,381
15049,34,358
15050,11,147
15051,163,263
15052,269,246
15053,610,85
15054,636,53
15055,81,42
15056,225,201
15057,810,23
15058,78,44
15059,49,75
15060,71,36
15061,592,340
15062,171,140
15063,168,85
15064,392,192
15065,439,100
15066,524,759
15067,412,687
15068,284,165
15069,463,763
15070,536,519
15071,403,759
15072,719,476
15073,842,471
15074,133,226
15075,629,14
15076,400,0
15077,11,30
15078,10,183
15079,21,68
15080,479,510
15081,1183,487
15082,188,118
15083,662,556
15084,38,348
15085,35,142
15086,63,31
15087,315,6
15088,43,63
15089,45,53
15090,408,0
15091,228,8
15092,0,0
15093,24,0
15094,198,6
15095,408,18
15096,114,0
15097,309,0
15098,301,11
15099,1084,397
15100,437,526
15101,530,102
15102,252,295
15103,532,490
15104,91,187
15105,737,124
15106,19,184
15107,287,334
15108,731,19
15109,75,243
15110,93,307
15111,25,9
15112,27,28
15113,108,126
15114,75,509
15115,189,772
15116,46,9
15117,58,37
15118,12,0
15119,39,0
15120,17,22
15121,23,0
15122,24,0
15123,5,0
15124,11,6
15125,9,168
15126,87,0
15127,0,0
15128,53,47
15129,25,127
15130,92,206
15131,314,100
15132,270,0
15133,163,18
15134,402,14
15135,365,416
15136,135,561
15137,573,324
15138,303,199
15139,120,82
15140,161,58
15141,5,29
15142,0,61
15143,561,30
15144,79,7
15145,44,9
15146,67,25
15147,133,0
15148,32,96
15149,0,75
15150,6,295
15151,0,717
15152,4,473
15153,35,205
15154,133,470
15155,39,350
15156,15,329
15157,170,139
15158,48,183
15159,0,417
15160,94,384
15161,45,77
15162,433,42
15163,703,175
15164,546,285
15165,725,38
15166,470,280
15167,537,515
15168,623,288
15169,205,95
15170,534,336
15171,300,563
15172,37,166
15173,393,289
15174,585,708
15175,525,574
15176,506,631
15177,508,459
15178,212,243
15179,485,144
15180,405,46
15181,188,58
15182,50,0
15183,50,375
15184,5,473
15185,12,280
15186,373,128
15187,621,678
15188,491,155
15189,707,288
15190,394,36
15191,394,78
15192,18,89
15193,22,98
15194,268,210
15195,219,117
15196,131,123
15197,0,10
15198,513,4
15199,695,500
15200,161,180
15201,16,409
15202,553,232
15203,285,0
15204,373,0
15205,195,39
15206,38,0
15207,113,0
15208,56,26
15209,23,0
15210,151,0
15211,227,239
15212,46,0
15213,0,0
15214,60,4
15215,187,0
15216,96,0
15217,78,0
15218,5,114
15219,41,63
15220,10,60
15221,0,21
15222,7,0
15223,0,0
15224,42,0
15225,29,8
15226,4,361
15227,202,139
15228,810,409
15229,403,640
15230,296,144
15231,834,0
15232,78,0
15233,300,14
15234,70,0
15235,0,0
15236,41,0
15237,0,5
15238,12,6
15239,682,125
15240,175,246
15241,613,77
15242,62,352
15243,283,436
15244,689,282
15245,714,236
15246,416,600
15247,641,653
15248,774,221
15249,214,143
15250,165,79
15251,352,8
15252,168,8
15253,948,0
15254,467,220
15255,247,5
15256,24,252
15257,16,560
15258,378,356
15259,195,652
15260,281,416
15261,105,205
15262,141,76
15263,135,353
15264,138,382
15265,156,44
15266,530,340
15267,643,621
15268,147,341
15269,54,33
15270,342,421
15271,21,82
15272,4,91
15273,194,6
15274,689,350
15275,571,110
15276,250,445
15277,303,295
15278,224,205
15279,269,338
15280,310,79
15281,184,0
15282,12,169
15283,64,404
15284,139,177
15285,0,176
15286,5,250
15287,41,111
15288,0,147
15289,86,152
15290,48,298
15291,0,377
15292,45,17
15293,7,4
15294,13,182
15295,0,65
15296,7,0
15297,64,5
15298,0,0
15299,157,4
15300,0,261
15301,89,284
15302,171,65
15303,501,10
15304,441,0
15305,242,80
15306,200,0
15307,925,127
15308,542,565
15309,70,332
15310,12,137
15311,46,164
15312,668,246
15313,321,660
15314,393,717
15315,167,85
15316,266,109
15317,379,193
15318,42,94
15319,79,75
15320,413,0
15321,104,125
15322,117,23
15323,0,64
15324,64,15
15325,104,4
15326,573,0
15327,46,102
15328,12,26
15329,638,73
15330,17,5
15331,106,15
15332,687,26
15333,111,74
15334,135,129
15335,232,11
15336,101,0
15337,370,0
15338,113,4
15339,19,25
15340,39,0
15341,16,568
15342,15,46
15343,322,140
15344,133,91
15345,155,0
15346,159,100
15347,93,30
15348,732,254
15349,34,300
15350,388,311
15351,77,0
15352,9,55
15353,4,4
15354,265,0
15355,178,57
15356,429,64
15357,331,516
15358,643,356
15359,504,429
15360,423,748
15361,640,208
15362,241,156
15363,0,70
15364,0,0
15365,0,4
15366,107,4
15367,499,331
15368,140,177
15369,30,4
15370,12,5
15371,80,183
15372,12,85
15373,827,997
15374,678,300
15375,267,230
15376,172,155
15377,206,188
15378,359,214
15379,103,104
15380,102,395
15381,403,160
15382,312,344
15383,164,208
15384,207,320
15385,269,666
15386,422,177
15387,399,316
15388,335,336
15389,276,268
15390,400,203
15391,368,34
15392,233,173
15393,257,0
15394,62,144
15395,106,159
15396,484,18
15397,261,50
15398,315,302
15399,38,284
15400,171,248
15401,655,661
15402,497,93
15403,34,128
15404,8,0
15405,0,0
15406,173,34
15407,459,243
15408,530,282
15409,24,363
15410,224,444
15411,188,418
15412,283,91
15413,180,8
15414,320,74
15415,194,534
15416,184,581
15417,16,4
15418,283,0
15419,135,0
15420,204,275
15421,418,275
15422,399,208
15423,111,136
15424,141,202
15425,477,165
15426,226,105
15427,166,7
15428,328,5
15429,222,0
15430,154,0
15431,0,99
15432,0,345
15433,71,138
15434,272,5
15435,105,0
15436,145,0
15437,395,26
15438,157,63
15439,342,123
15440,377,161
15441,134,42
15442,96,0
15443,24,279
15444,0,295
15445,0,68
15446,152,39
15447,400,86
15448,533,0
15449,224,74
15450,345,183
15451,18,0
15452,0,0
15453,0,0
15454,0,0
15455,66,0
15456,0,0
15457,0,4
15458,39,21
15459,0,0
15460,256,0
15461,53,0
15462,0,0
15463,0,0
15464,0,48
15465,0,0
15466,0,0
15467,143,0
15468,48,0
15469,33,0
15470,6,0
15471,0,27
15472,0,0
15473,0,14
15474,22,189
15475,47,0
15476,111,0
15477,442,0
15478,60,0
15479,0,0
15480,0,0
15481,0,0
15482,0,0
15483,0,4
15484,0,0
15485,0,23
15486,0,0
15487,0,0
15488,0,7
15489,0,0
15490,0,0
15491,0,0
15492,0,0
15493,0,0
15494,0,0
15495,0,0
15496,0,0
15497,0,0
15498,9,0
15499,0,0
15500,0,0
15501,0,36
15502,0,0
15503,0,0
15504,79,0
15505,0,0
15506,0,0
15507,10,28
15508,0,0
15509,0,17
15510,0,0
15511,9,0
15512,0,0
15513,0,0
15514,0,56
15515,0,0
15516,0,4
15517,0,0
15518,0,0
15519,0,28
15520,0,0
15521,0,0
15522,0,0
15523,0,0
15524,0,0
15525,0,0
15526,0,0
15527,0,0
15528,0,0
15529,125,0
15530,143,300
15531,167,108
15532,345,5
15533,222,0
15534,31,0
15535,0,0
15536,0,0
15537,124,35
15538,0,65
15539,0,11
15540,0,4
15541,0,0
15542,0,0
15543,0,0
15544,0,0
15545,0,0
15546,0,0
15547,0,0
15548,0,0
15549,0,0
15550,0,0
15551,0,0
15552,0,0
15553,33,0
15554,19,0
15555,0,0
15556,0,0
15557,0,0
15558,0,152
15559,0,87
15560,0,0
15561,0,0
15562,0,0
15563,0,0
15564,0,0
15565,0,0
15566,0,0
15567,0,0
15568,0,0
15569,0,0
15570,0,0
15571,191,12
15572,36,0
15573,25,0
15574,0,0
15575,0,0
15576,0,0
15577,4,0
15578,0,0
15579,0,0
15580,0,0
15581,0,0
15582,0,0
15583,0,0
15584,0,0
15585,0,0
15586,0,188
15587,0,10
15588,47,45
15589,233,195
15590,77,178
15591,133,269
15592,20,89
15593,0,5
15594,0,393
15595,0,388
15596,0,430
15597,0,246
15598,0,158
15599,0,141
15600,0,0
15601,0,193
15602,0,32
15603,0,0
15604,0,8
15605,0,5
15606,0,9
15607,0,16
15608,0,0
15609,0,0
15610,0,4
15611,0,4
15612,0,0
15613,0,0
15614,0,0
15615,0,0
15616,0,14
15617,0,4
15618,0,5
15619,0,12
15620,0,0
15621,0,0
15622,0,0
15623,0,0
15624,0,0
15625,0,0
15626,0,0
15627,0,0
15628,0,9
15629,214,18
15630,327,0
15631,105,0
15632,96,0
15633,227,0
15634,153,0
15635,33,0
15636,96,11
15637,167,0
15638,146,4
15639,125,0
15640,131,0
15641,0,0
15642,0,0
15643,0,0
15644,0,0
15645,0,0
15646,0,0
15647,0,0
15648,0,0
15649,0,0
15650,0,0
15651,0,0
15652,0,0
15653,0,0
15654,0,0
15655,0,0
15656,0,0
15657,0,0
15658,0,0
15659,0,0
15660,0,0
15661,0,0
15662,9,0
15663,0,66
15664,17,197
15665,6,0
15666,4,0
15667,21,0
15668,0,169
15669,0,4
15670,0,0
15671,0,0
15672,0,0
15673,0,0
15674,55,6
15675,61,0
15676,0,0
15677,0,4
15678,0,0
15679,0,0
15680,0,0
15681,0,0
15682,0,0
15683,8,0
15684,0,18
15685,0,0
15686,0,0
15687,0,4
15688,0,0
15689,0,0
15690,0,0
15691,0,0
15692,0,0
15693,0,0
15694,0,0
15695,0,0
15696,0,0
15697,19,0
