time,Aria,Geb
5445,410,0
5446,129,44
5447,182,127
5448,263,129
5449,299,152
5450,91,9
5451,253,28
5452,385,58
5453,232,9
5454,123,10
5455,317,64
5456,192,0
5457,305,0
5458,124,122
5459,364,245
5460,170,210
5461,164,44
5462,468,217
5463,192,197
5464,22,44
5465,99,117
5466,92,78
5467,217,277
5468,507,336
5469,493,213
5470,628,21
5471,445,0
5472,437,17
5473,372,0
5474,653,13
5475,341,23
5476,45,14
5477,596,0
5478,412,4
5479,83,9
5480,107,117
5481,278,70
5482,242,0
5483,190,0
5484,56,346
5485,128,215
5486,238,120
5487,460,170
5488,220,58
5489,151,88
5490,298,133
5491,237,67
5492,385,127
5493,343,54
5494,4,4
5495,124,61
5496,425,560
5497,562,394
5498,298,84
5499,194,415
5500,295,160
5501,139,178
5502,317,177
5503,373,399
5504,612,265
5505,431,355
5506,424,323
5507,646,73
5508,507,251
5509,190,188
5510,301,66
5511,271,45
5512,33,4
5513,5,186
5514,207,115
5515,306,156
5516,192,181
5517,653,153
5518,338,483
5519,344,4
5520,280,9
5521,532,123
5522,251,156
5523,461,86
5524,529,497
5525,374,55
5526,118,362
5527,128,163
5528,758,343
5529,183,74
5530,264,144
5531,290,205
5532,237,31
5533,626,257
5534,408,124
5535,277,0
5536,105,232
5537,479,396
5538,520,76
5539,314,127
5540,245,135
5541,213,238
5542,276,84
5543,381,74
5544,738,414
5545,584,167
5546,651,395
5547,344,80
5548,85,187
5549,37,314
5550,568,61
5551,424,275
5552,14,158
5553,14,52
5554,484,151
5555,185,49
5556,65,37
5557,633,177
5558,238,36
5559,146,160
5560,118,96
5561,227,11
5562,196,116
5563,528,364
5564,355,611
5565,610,533
5566,49,55
5567,385,43
5568,309,36
5569,540,287
5570,17,454
5571,76,55
5572,5,54
5573,36,6
5574,15,27
5575,137,4
5576,40,0
5577,0,0
5578,8,0
5579,0,0
5580,0,0
5581,0,64
5582,0,9
5583,0,129
5584,0,80
5585,0,18
5586,0,0
5587,0,0
5588,0,74
5589,0,0
5590,0,0
5591,0,101
5592,36,8
5593,0,0
5594,0,5
5595,0,0
5596,0,0
5597,0,0
5598,0,213
5599,0,46
5600,0,33
5601,0,6
5602,0,0
5603,0,0
5604,0,80
5605,0,38
5606,0,39
5607,0,4
5608,0,0
5609,0,0
5610,0,0
5611,0,0
5612,0,0
5613,0,0
5614,0,10
5615,303,4
5616,36,0
5617,0,0
5618,0,0
5619,0,0
5620,158,4
5621,51,4
5622,4,0
5623,0,0
5624,0,0
5625,0,0
5626,0,0
5627,0,0
5628,0,0
5629,0,0
5630,0,0
5631,0,0
5632,0,0
5633,0,0
5634,0,0
5635,0,0
5636,0,0
5637,0,0
5638,0,0
5639,0,0
5640,4,0
5641,0,0
5642,0,0
5643,27,0
5644,27,0
5645,4,0
5646,0,6
5647,0,0
5648,0,0
5649,0,0
5650,0,0
5651,0,0
5652,0,0
5653,0,0
5654,0,0
5655,0,6
5656,0,0
5657,0,0
5658,0,0
5659,0,0
5660,0,0
5661,0,0
5662,0,0
5663,0,0
5664,0,0
5665,0,0
5666,0,0
5667,0,0
5668,0,0
5669,0,0
5670,0,0
5671,0,0
5672,0,0
5673,0,0
5674,0,0
5675,5,0
5676,0,0
5677,0,0
5678,4,4
5679,0,0
5680,0,0
5681,0,0
5682,0,0
5683,14,0
5684,11,0
5685,0,0
5686,0,0
5687,0,0
5688,0,0
5689,0,0
5690,0,0
5691,0,0
5692,0,0
5693,0,0
5694,0,0
5695,0,0
5696,0,0
5697,0,0
5698,0,0
5699,0,0
5700,14,0
5701,0,0
5702,0,4
5703,0,0
5704,0,0
5705,0,0
5706,0,0
5707,18,0
5708,0,0
5709,0,0
5710,0,0
5711,4,0
5712,0,0
5713,0,0
5714,0,0
5715,0,0
5716,12,19
5717,85,4
5718,6,0
5719,0,0
5720,0,0
5721,0,0
5722,0,0
5723,0,0
5724,0,0
5725,0,0
5726,0,0
5727,0,0
5728,0,0
5729,0,0
5730,0,0
5731,0,0
5732,0,0
5733,0,0
5734,0,0
5735,22,10
5736,0,0
5737,0,0
5738,0,0
5739,0,0
5740,0,0
5741,0,0
5742,0,0
5743,0,0
5744,0,0
5745,0,0
5746,0,0
5747,0,0
5748,0,0
5749,0,0
5750,0,0
5751,0,0
5752,0,0
5753,0,0
5754,0,0
5755,4,0
5756,4,0
5757,0,0
5758,0,0
5759,0,0
5760,0,0
5761,0,0
5762,0,0
5763,0,0
5764,0,0
5765,0,0
5766,0,0
5767,0,0
5768,0,0
5769,0,0
5770,19,15
5771,0,19
5772,0,0
5773,0,0
5774,0,0
5775,0,0
5776,0,0
5777,0,0
5778,0,0
5779,0,0
5780,17,27
5781,0,0
5782,0,0
5783,0,0
5784,0,0
5785,0,0
5786,0,0
5787,0,0
5788,0,0
5789,0,0
5790,0,0
5791,0,0
5792,4,4
5793,0,0
5794,15,0
5795,0,0
5796,31,6
5797,0,0
5798,22,8
5799,0,0
5800,0,0
5801,0,0
5802,0,0
5803,0,0
5804,5,0
5805,0,0
5806,0,0
5807,0,0
5808,0,0
5809,0,0
5810,0,0
5811,0,0
5812,0,0
5813,0,0
5814,5,0
5815,0,0
5816,0,0
5817,0,0
5818,0,0
5819,0,0
5820,0,0
5821,0,0
5822,0,0
5823,0,0
5824,14,0
5825,0,0
5826,0,0
5827,0,0
5828,0,0
5829,21,0
5830,4,0
5831,0,0
5832,0,0
5833,0,0
5834,26,0
5835,54,0
5836,21,18
5837,128,0
5838,271,10
5839,0,0
5840,0,0
5841,0,0
5842,0,0
5843,0,0
5844,0,0
5845,0,0
5846,0,0
5847,0,0
5848,0,0
5849,0,0
5850,0,0
5851,13,0
5852,101,5
5853,228,16
5854,302,37
5855,240,39
5856,309,198
5857,553,0
5858,461,88
5859,73,0
5860,131,37
5861,148,161
5862,392,29
5863,260,286
5864,374,266
5865,442,313
5866,286,167
5867,539,353
5868,383,226
5869,213,41
5870,421,267
5871,270,85
5872,183,39
5873,261,169
5874,306,63
5875,47,0
5876,0,0
5877,0,0
5878,0,0
5879,0,0
5880,0,0
5881,0,0
5882,0,0
5883,0,0
5884,0,0
5885,0,0
5886,0,0
5887,0,0
5888,0,0
5889,0,4
5890,5,0
5891,0,0
5892,0,0
5893,0,0
5894,0,0
5895,0,0
5896,0,0
5897,0,0
5898,0,0
5899,66,5
5900,0,0
5901,0,0
5902,0,0
5903,0,0
5904,0,0
5905,0,0
5906,0,0
5907,10,7
5908,19,0
5909,0,0
5910,4,0
5911,0,0
5912,0,6
5913,0,0
5914,0,0
5915,0,0
5916,0,0
5917,0,0
5918,0,0
5919,0,0
5920,0,0
5921,0,0
5922,41,0
5923,0,0
5924,0,0
5925,0,0
5926,0,0
5927,0,0
5928,0,0
5929,0,0
5930,0,0
5931,0,0
5932,0,0
5933,7,0
5934,0,0
5935,0,0
5936,0,0
5937,0,0
5938,8,0
5939,7,0
5940,0,0
5941,0,0
5942,0,0
5943,0,0
5944,0,0
5945,0,0
5946,0,0
5947,0,0
5948,0,0
5949,0,0
5950,0,0
5951,0,0
5952,0,0
5953,0,0
5954,0,0
5955,0,0
5956,0,0
5957,11,5
5958,0,0
5959,0,0
5960,0,0
5961,211,24
5962,207,18
5963,0,0
5964,0,0
5965,0,0
5966,0,0
5967,75,12
5968,0,0
5969,0,0
5970,0,0
5971,0,0
5972,0,0
5973,0,0
5974,0,0
5975,0,0
5976,0,0
5977,0,0
5978,0,0
5979,0,0
5980,0,0
5981,0,0
5982,0,0
5983,0,0
5984,0,0
5985,0,0
5986,0,0
5987,0,0
5988,0,0
5989,0,0
5990,0,0
5991,0,0
5992,0,0
5993,0,30
5994,5,0
5995,0,0
5996,0,0
5997,0,0
5998,0,0
5999,0,0
6000,0,0
6001,0,0
6002,0,0
6003,0,0
6004,0,0
6005,0,0
6006,0,0
6007,0,11
6008,12,0
6009,0,0
6010,0,0
6011,0,0
6012,0,0
6013,0,0
6014,55,4
6015,0,0
6016,0,0
6017,0,0
6018,0,0
6019,0,0
6020,22,11
6021,0,0
6022,0,0
6023,0,0
6024,0,0
6025,0,0
6026,0,8
6027,36,4
6028,6,0
6029,0,0
6030,0,0
6031,0,0
6032,0,0
6033,0,0
6034,0,0
6035,0,0
6036,0,4
6037,0,0
6038,30,43
6039,70,24
6040,324,0
6041,266,84
6042,250,172
6043,201,101
6044,271,285
6045,291,105
6046,113,39
6047,168,133
6048,301,9
6049,437,0
6050,211,0
6051,828,248
6052,215,176
6053,428,114
6054,630,6
6055,297,112
6056,348,81
6057,342,45
6058,445,156
6059,384,82
6060,164,64
6061,122,0
6062,144,199
6063,303,114
6064,247,127
6065,85,174
6066,591,295
6067,158,322
6068,392,159
6069,4,77
6070,143,62
6071,225,64
6072,45,33
6073,114,521
6074,0,356
6075,233,74
6076,403,297
6077,216,382
6078,853,279
6079,173,254
6080,643,171
6081,654,471
6082,160,7
6083,306,304
6084,573,499
6085,432,447
6086,327,170
6087,541,373
6088,167,138
6089,346,218
6090,662,209
6091,209,292
6092,440,236
6093,230,462
6094,402,338
6095,191,452
6096,920,497
6097,195,262
6098,757,425
6099,460,289
6100,359,64
6101,587,104
6102,137,71
6103,66,20
6104,814,279
6105,302,803
6106,583,176
6107,970,451
6108,99,314
6109,569,383
6110,866,246
6111,219,163
6112,773,579
6113,211,124
6114,487,175
6115,405,338
6116,461,252
6117,360,108
6118,135,173
6119,278,200
6120,187,104
6121,190,137
6122,332,588
6123,57,306
6124,157,699
6125,833,853
6126,448,236
6127,114,211
6128,123,126
6129,747,80
6130,680,115
6131,93,88
6132,80,64
6133,172,153
6134,302,257
6135,184,244
6136,83,297
6137,95,244
6138,200,340
6139,256,357
6140,430,65
6141,106,160
6142,479,351
6143,26,365
6144,61,412
6145,161,325
6146,167,313
6147,165,556
6148,494,184
6149,424,174
6150,319,498
6151,257,343
6152,349,369
6153,328,92
6154,341,241
6155,507,378
6156,374,358
6157,145,121
6158,29,0
6159,43,0
6160,0,14
6161,0,9
6162,0,0
6163,41,13
6164,249,0
6165,233,79
6166,303,478
6167,316,161
6168,796,634
6169,480,177
6170,82,49
6171,167,24
6172,208,76
6173,421,192
6174,114,220
6175,370,269
6176,494,224
6177,301,198
6178,327,225
6179,483,159
6180,247,112
6181,224,0
6182,103,0
6183,39,0
6184,50,0
6185,0,0
6186,19,0
6187,0,4
6188,0,0
6189,0,0
6190,28,5
6191,142,165
6192,256,100
6193,157,24
6194,60,255
6195,111,37
6196,142,43
6197,107,153
6198,0,36
6199,0,23
6200,0,162
6201,33,22
6202,0,0
6203,0,10
6204,45,4
6205,0,0
6206,0,0
6207,0,0
6208,0,0
6209,0,0
6210,35,0
6211,0,0
6212,7,0
6213,0,0
6214,0,0
6215,0,0
6216,0,0
6217,0,0
6218,0,0
6219,0,0
6220,0,0
6221,0,0
6222,0,0
6223,0,0
6224,0,0
6225,0,0
6226,0,0
6227,0,0
6228,0,0
6229,0,0
6230,30,6
6231,103,211
6232,80,106
6233,24,80
6234,139,74
6235,59,4
6236,0,7
6237,56,0
6238,18,0
6239,0,0
6240,0,0
6241,7,31
6242,21,0
6243,5,0
6244,5,0
6245,0,0
6246,0,0
6247,0,12
6248,0,0
6249,0,4
6250,0,0
6251,9,0
6252,0,0
6253,25,0
6254,0,0
6255,0,0
6256,0,0
6257,0,0
6258,207,0
6259,267,15
6260,207,262
6261,421,23
6262,83,0
6263,44,0
6264,278,33
6265,97,4
6266,538,86
6267,386,114
6268,429,171
6269,632,102
6270,447,120
6271,347,32
6272,308,43
6273,278,100
6274,244,33
6275,186,5
6276,56,119
6277,85,81
6278,90,72
6279,0,0
6280,4,0
6281,0,0
6282,41,0
6283,333,22
6284,189,147
6285,16,104
6286,241,102
6287,365,74
6288,233,83
6289,139,144
6290,45,276
6291,33,95
6292,0,0
6293,5,53
6294,62,363
6295,4,58
6296,210,134
6297,159,67
6298,282,21
6299,229,521
6300,227,514
6301,13,15
6302,646,80
6303,214,111
6304,260,86
6305,303,24
6306,184,4
6307,153,24
6308,138,0
6309,68,333
6310,189,6
6311,0,0
6312,894,196
6313,379,139
6314,203,346
6315,75,44
6316,139,17
6317,30,23
6318,474,401
6319,510,90
6320,534,381
6321,508,175
6322,646,276
6323,474,367
6324,423,122
6325,214,60
6326,334,134
6327,71,337
6328,142,61
6329,254,62
6330,216,74
6331,20,146
6332,0,0
6333,21,0
6334,5,8
6335,18,54
6336,32,25
6337,4,36
6338,14,6
6339,26,146
6340,311,421
6341,303,331
6342,603,151
6343,90,549
6344,364,288
6345,626,686
6346,745,294
6347,568,812
6348,12,225
6349,728,276
6350,359,139
6351,226,9
6352,34,0
6353,56,29
6354,179,20
6355,145,163
6356,171,52
6357,15,14
6358,281,10
6359,403,283
6360,641,43
6361,258,365
6362,901,215
6363,240,386
6364,349,575
6365,606,247
6366,35,360
6367,524,283
6368,48,211
6369,0,4
6370,192,39
6371,212,94
6372,377,58
6373,659,56
6374,19,58
6375,67,0
6376,41,300
6377,254,95
6378,53,101
6379,976,14
6380,304,431
6381,1005,369
6382,441,384
6383,378,31
6384,587,405
6385,198,610
6386,298,323
6387,445,223
6388,104,221
6389,413,442
6390,926,348
6391,160,567
6392,1030,581
6393,606,412
6394,182,755
6395,869,602
6396,308,634
6397,416,459
6398,331,477
6399,416,360
6400,801,450
6401,434,157
6402,72,53
6403,690,362
6404,582,238
6405,839,24
6406,207,354
6407,561,543
6408,590,139
6409,6,347
6410,281,33
6411,290,711
6412,522,304
6413,489,172
6414,758,552
6415,238,417
6416,13,271
6417,908,283
6418,341,318
6419,245,102
6420,582,422
6421,965,285
6422,518,564
6423,690,312
6424,177,417
6425,774,1045
6426,1741,529
6427,435,159
6428,208,224
6429,203,16
6430,197,17
6431,199,139
6432,199,15
6433,232,302
6434,241,213
6435,435,119
6436,842,241
6437,429,247
6438,255,414
6439,736,177
6440,669,499
6441,598,155
6442,176,285
6443,480,124
6444,327,451
6445,574,15
6446,284,226
6447,57,45
6448,6,18
6449,0,0
6450,0,0
6451,0,0
6452,0,0
6453,0,4
6454,0,0
6455,0,0
6456,0,0
6457,0,0
6458,0,0
6459,27,0
6460,18,0
6461,0,0
6462,0,0
6463,0,0
6464,0,0
6465,0,0
6466,16,69
6467,82,0
6468,86,58
6469,235,4
6470,469,163
6471,165,446
6472,456,239
6473,251,24
6474,204,85
6475,322,205
6476,309,158
6477,30,90
6478,205,283
6479,171,56
6480,923,21
6481,51,82
6482,353,65
6483,276,199
6484,64,98
6485,357,143
6486,213,64
6487,33,140
6488,4,68
6489,41,19
6490,47,269
6491,77,12
6492,0,60
6493,0,80
6494,0,94
6495,4,545
6496,83,35
6497,21,0
6498,0,0
6499,0,0
6500,0,0
6501,0,0
6502,0,0
6503,0,0
6504,0,0
6505,0,0
6506,0,0
6507,15,0
6508,75,44
6509,63,24
6510,0,0
6511,0,4
6512,0,0
6513,0,0
6514,0,0
6515,0,0
6516,0,0
6517,0,0
6518,40,9
6519,0,12
6520,0,0
6521,5,0
6522,0,0
6523,0,0
6524,14,0
6525,0,0
6526,0,0
6527,0,0
6528,0,0
6529,0,0
6530,0,49
6531,68,92
6532,129,5
6533,0,0
6534,28,5
6535,0,0
6536,4,0
6537,20,0
6538,0,0
6539,0,0
6540,0,0
6541,0,0
6542,0,0
6543,0,0
6544,0,0
6545,0,0
6546,0,0
6547,0,0
6548,0,0
6549,0,0
6550,26,57
6551,9,346
6552,382,298
6553,79,94
6554,463,77
6555,33,64
6556,79,77
6557,132,9
6558,263,167
6559,155,426
6560,843,362
6561,207,240
6562,577,70
6563,704,140
6564,595,221
6565,138,370
6566,207,84
6567,384,4
6568,132,0
6569,230,21
6570,414,26
6571,329,0
6572,246,209
6573,503,99
6574,92,49
6575,221,126
6576,396,261
6577,445,15
6578,669,118
6579,262,4
6580,265,0
6581,427,0
6582,183,10
6583,277,0
6584,6,0
6585,4,40
6586,4,0
6587,17,11
6588,44,0
6589,28,0
6590,0,0
6591,0,0
6592,0,0
6593,0,0
6594,0,0
6595,0,0
6596,15,0
6597,0,0
6598,0,0
6599,0,0
6600,0,4
6601,0,0
6602,0,0
6603,12,0
6604,0,0
6605,0,0
6606,0,0
6607,26,6
6608,8,4
6609,0,35
6610,120,127
6611,511,355
6612,130,162
6613,287,184
6614,401,204
6615,373,265
6616,329,0
6617,389,185
6618,916,125
6619,393,69
6620,477,235
6621,226,98
6622,169,57
6623,479,164
6624,410,212
6625,631,122
6626,37,94
6627,614,209
6628,47,165
6629,318,294
6630,544,426
6631,283,130
6632,434,544
6633,316,205
6634,190,21
6635,857,10
6636,475,172
6637,742,0
6638,478,254
6639,493,118
6640,857,11
6641,201,128
6642,80,67
6643,4,98
6644,201,0
6645,190,0
6646,207,86
6647,482,504
6648,717,397
6649,227,314
6650,604,212
6651,378,402
6652,725,272
6653,189,90
6654,96,95
6655,292,138
6656,472,290
6657,571,59
6658,735,268
6659,250,197
6660,390,56
6661,251,317
6662,71,187
6663,331,212
6664,402,89
6665,161,11
6666,218,58
6667,326,67
6668,134,77
6669,343,113
6670,396,40
6671,291,4
6672,212,4
6673,93,4
6674,332,19
6675,211,14
6676,416,591
6677,711,264
6678,348,165
6679,344,153
6680,448,227
6681,75,233
6682,226,57
6683,277,425
6684,258,32
6685,94,0
6686,125,0
6687,267,449
6688,858,267
6689,434,13
6690,8,0
6691,23,0
6692,11,0
6693,21,0
6694,6,5
6695,26,0
6696,0,0
6697,38,0
6698,0,11
6699,144,0
6700,142,0
6701,33,0
6702,36,31
6703,12,0
6704,0,0
6705,0,0
6706,0,0
6707,0,0
6708,0,0
6709,0,0
6710,0,0
6711,0,0
6712,0,4
6713,0,0
6714,7,0
6715,19,0
6716,0,0
6717,0,0
6718,0,0
6719,0,0
6720,0,0
6721,0,0
6722,0,0
6723,0,0
6724,0,4
6725,0,0
6726,0,18
6727,0,0
6728,0,0
6729,4,0
6730,25,47
6731,156,26
6732,0,0
6733,0,16
6734,190,13
6735,257,74
6736,225,169
6737,240,182
6738,629,444
6739,270,218
6740,360,56
6741,132,156
6742,251,263
6743,428,406
6744,675,172
6745,438,210
6746,340,175
6747,7,10
6748,0,35
6749,478,109
6750,124,375
6751,328,286
6752,577,185
6753,388,144
6754,309,47
6755,504,300
6756,368,154
6757,441,123
6758,54,0
6759,236,18
6760,7,12
6761,406,5
6762,10,0
6763,22,0
6764,21,0
6765,379,5
6766,128,21
6767,0,0
6768,0,0
6769,95,9
6770,0,0
6771,0,0
6772,0,0
6773,0,0
6774,0,0
6775,0,0
6776,0,0
6777,0,0
6778,0,16
6779,0,0
6780,0,0
6781,0,0
6782,0,0
6783,0,0
6784,0,0
6785,0,13
6786,0,50
6787,0,9
6788,0,0
6789,0,13
6790,0,15
6791,0,11
6792,0,8
6793,0,15
6794,24,9
6795,0,0
6796,0,14
6797,0,6
6798,6,0
6799,5,44
6800,117,33
6801,475,449
6802,350,132
6803,483,323
6804,598,107
6805,433,141
6806,460,242
6807,436,403
6808,799,261
6809,187,0
6810,23,9
6811,22,26
6812,14,4
6813,0,34
6814,41,76
6815,601,100
6816,323,15
6817,4,0
6818,4,0
6819,39,0
6820,149,0
6821,279,0
6822,0,0
6823,0,8
6824,0,0
6825,0,22
6826,0,0
6827,0,4
6828,0,33
6829,12,9
6830,59,107
6831,61,54
6832,0,0
6833,0,0
6834,0,5
6835,7,0
6836,0,0
6837,0,0
6838,0,0
6839,0,0
6840,0,0
6841,0,0
6842,21,18
6843,269,9
6844,30,0
6845,43,0
6846,204,25
6847,81,0
6848,97,5
6849,193,0
6850,219,14
6851,214,269
6852,288,72
6853,262,64
6854,223,4
6855,186,71
6856,545,305
6857,379,179
6858,800,48
6859,338,125
6860,538,512
6861,722,462
6862,447,96
6863,127,61
6864,328,194
6865,58,164
6866,27,81
6867,323,94
6868,400,251
6869,352,112
6870,401,104
6871,210,40
6872,519,454
6873,819,323
6874,760,486
6875,569,406
6876,441,356
6877,438,234
6878,368,50
6879,114,0
6880,9,0
6881,0,7
6882,0,0
6883,0,0
6884,0,0
6885,0,0
6886,0,0
6887,0,0
6888,0,0
6889,0,8
6890,0,0
6891,0,0
6892,0,5
6893,0,0
6894,0,4
6895,0,0
6896,0,0
6897,24,0
6898,0,0
6899,0,16
6900,0,12
6901,5,0
6902,0,0
6903,20,21
6904,24,5
6905,12,0
6906,75,0
6907,21,6
6908,0,0
6909,5,0
6910,5,0
6911,13,0
6912,0,0
6913,0,0
6914,0,0
6915,0,0
6916,24,0
6917,0,0
6918,0,7
6919,9,0
6920,22,0
6921,0,0
6922,0,0
6923,412,107
6924,78,0
6925,310,222
6926,45,24
6927,125,13
6928,580,84
6929,334,42
6930,292,98
6931,133,51
6932,48,474
6933,427,380
6934,817,137
6935,639,259
6936,302,309
6937,130,334
6938,580,156
6939,167,182
6940,27,49
6941,118,383
6942,103,4
6943,12,4
6944,21,5
6945,0,24
6946,0,69
6947,0,178
6948,141,194
6949,1213,122
6950,208,504
6951,194,202
6952,505,379
6953,965,210
6954,226,561
6955,1061,647
6956,655,151
6957,245,16
6958,551,135
6959,735,42
6960,871,72
6961,815,283
6962,710,626
6963,408,596
6964,205,147
6965,352,170
6966,897,791
6967,660,362
6968,1016,391
6969,801,361
6970,499,573
6971,272,172
6972,563,91
6973,337,244
6974,496,210
6975,354,197
6976,4,17
6977,7,25
6978,0,10
6979,332,270
6980,281,160
6981,322,160
6982,186,66
6983,123,266
6984,444,380
6985,691,194
6986,566,194
6987,105,167
6988,399,111
6989,76,52
6990,13,216
6991,487,518
6992,751,35
6993,348,424
6994,515,375
6995,323,318
6996,611,317
6997,121,693
6998,645,419
6999,226,17
7000,355,16
7001,373,76
7002,11,141
7003,81,108
7004,45,25
7005,64,5
7006,70,13
7007,4,9
7008,0,0
7009,0,13
7010,0,57
7011,0,33
7012,0,5
7013,17,0
7014,0,0
7015,0,0
7016,0,0
7017,4,0
7018,0,0
7019,0,0
7020,0,0
7021,6,0
7022,13,0
7023,0,0
7024,9,0
7025,0,0
7026,0,0
7027,0,0
7028,0,0
7029,0,0
7030,0,0
7031,0,0
7032,0,0
7033,6,70
7034,0,60
7035,300,0
7036,0,0
7037,6,0
7038,4,0
7039,0,0
7040,0,0
7041,0,0
7042,0,0
7043,0,5
7044,0,0
7045,0,0
7046,0,0
7047,0,0
7048,4,0
7049,45,0
7050,10,0
7051,0,0
7052,0,0
7053,0,0
7054,41,0
7055,0,0
7056,0,0
7057,0,0
7058,0,0
7059,0,0
7060,0,0
7061,0,0
7062,0,0
7063,0,0
7064,0,0
7065,0,8
7066,0,0
7067,0,0
7068,0,0
7069,0,0
7070,0,0
7071,7,0
7072,14,0
7073,0,0
7074,0,0
7075,0,0
7076,0,0
7077,0,4
7078,0,9
7079,0,0
7080,0,0
7081,0,4
7082,0,5
7083,0,0
7084,0,0
7085,0,4
7086,0,0
7087,0,0
7088,0,0
7089,16,0
7090,4,0
7091,0,0
7092,0,0
7093,0,0
7094,4,0
7095,107,0
7096,31,0
7097,59,0
7098,0,0
7099,0,0
7100,0,0
7101,0,0
7102,0,0
7103,0,0
7104,0,0
7105,0,0
7106,0,0
7107,0,0
7108,0,0
7109,0,0
7110,0,0
7111,0,0
7112,26,0
7113,0,0
7114,7,23
7115,14,0
7116,6,0
7117,0,0
7118,0,0
7119,0,0
7120,0,0
7121,208,86
7122,132,6
7123,5,0
7124,0,0
7125,0,0
7126,16,0
7127,14,0
7128,0,0
7129,0,0
7130,0,0
7131,0,0
7132,5,0
7133,36,0
7134,0,0
7135,0,0
7136,0,0
7137,13,0
7138,0,0
7139,0,0
7140,0,0
7141,0,0
7142,0,0
7143,0,0
7144,0,0
7145,0,0
7146,0,0
7147,9,0
7148,0,0
7149,0,0
7150,0,0
7151,0,0
7152,0,0
7153,0,0
7154,0,0
7155,0,0
7156,0,0
7157,0,0
7158,0,0
7159,0,0
7160,0,0
7161,0,0
7162,0,0
7163,0,0
7164,0,0
7165,0,0
7166,20,10
7167,21,0
7168,12,0
7169,0,0
7170,13,0
7171,0,0
7172,15,0
7173,12,0
7174,0,0
7175,0,0
7176,0,0
7177,0,0
7178,0,0
7179,0,0
7180,0,0
7181,0,0
7182,0,0
7183,0,0
7184,0,0
7185,31,0
7186,46,0
7187,5,0
7188,0,0
7189,5,0
7190,0,0
7191,0,0
7192,5,0
7193,0,0
7194,0,0
7195,5,0
7196,0,0
7197,5,19
7198,23,0
7199,0,0
7200,0,0
7201,0,0
7202,0,0
7203,0,0
7204,23,0
7205,0,0
7206,0,0
7207,0,0
7208,0,0
7209,0,0
7210,0,0
7211,0,0
7212,0,0
7213,0,0
7214,0,0
7215,0,0
7216,0,0
7217,0,0
7218,30,0
7219,0,0
7220,0,0
7221,0,0
7222,0,0
7223,0,0
7224,0,0
7225,0,0
7226,0,0
7227,0,0
7228,0,0
7229,0,0
7230,0,0
7231,0,0
7232,0,0
7233,0,0
7234,0,0
7235,12,0
7236,5,0
7237,12,0
7238,0,0
7239,0,0
7240,0,0
7241,10,10
7242,6,0
7243,0,0
7244,0,0
7245,0,0
7246,25,0
7247,0,0
7248,5,0
7249,40,11
7250,286,0
7251,46,0
7252,0,0
7253,0,0
7254,0,0
7255,0,0
7256,0,0
7257,13,0
7258,0,0
7259,0,0
7260,0,0
7261,0,0
7262,0,0
7263,0,0
7264,0,0
7265,4,0
7266,10,0
7267,0,0
7268,0,0
7269,0,0
7270,7,0
7271,0,0
7272,0,0
7273,0,0
7274,0,0
7275,0,0
7276,0,0
7277,0,0
7278,0,0
7279,0,0
7280,0,0
7281,0,0
7282,0,0
7283,0,0
7284,0,0
7285,0,0
7286,0,0
7287,0,0
7288,0,0
7289,0,0
7290,0,0
7291,0,0
7292,0,16
7293,175,0
7294,26,0
7295,0,0
7296,4,0
7297,7,0
7298,0,0
7299,0,4
7300,11,0
7301,0,0
7302,5,0
7303,4,0
7304,0,0
7305,5,0
7306,0,0
7307,4,0
7308,0,0
7309,0,0
7310,0,0
7311,0,0
7312,0,0
7313,0,4
7314,0,0
7315,4,16
7316,0,0
7317,0,0
7318,0,0
7319,8,0
7320,0,0
7321,0,0
7322,0,0
7323,0,0
7324,0,0
7325,0,0
7326,0,0
7327,0,0
7328,0,0
7329,0,0
7330,0,0
7331,0,0
7332,11,0
7333,0,0
7334,0,6
7335,9,10
7336,0,15
7337,0,0
7338,0,0
7339,0,0
7340,0,0
7341,0,0
7342,0,0
7343,0,4
7344,4,0
7345,5,4
7346,80,62
7347,231,0
7348,27,6
7349,49,0
7350,112,0
7351,14,0
7352,30,0
7353,119,5
7354,71,10
7355,117,0
7356,595,152
7357,406,128
7358,308,103
7359,264,11
7360,113,9
7361,255,80
7362,175,0
7363,17,0
7364,0,0
7365,0,0
7366,0,0
7367,6,0
7368,0,0
7369,0,0
7370,0,0
7371,4,4
7372,0,0
7373,11,0
7374,0,0
7375,26,0
7376,0,0
7377,0,0
7378,0,0
7379,0,0
7380,0,0
7381,0,0
7382,0,0
7383,0,0
7384,0,0
7385,0,0
7386,0,0
7387,244,0
7388,0,0
7389,4,0
7390,11,0
7391,12,0
7392,18,0
7393,0,0
7394,0,0
7395,10,0
7396,0,0
7397,0,0
7398,0,0
7399,60,8
7400,9,0
7401,0,6
7402,5,0
7403,0,0
7404,0,0
7405,0,0
7406,0,0
7407,0,0
7408,0,0
7409,0,0
7410,0,0
7411,0,4
7412,120,0
7413,22,0
7414,10,0
7415,15,0
7416,0,0
7417,4,0
7418,16,0
7419,0,0
7420,0,0
7421,49,0
7422,0,0
7423,0,0
7424,0,0
7425,0,0
7426,0,0
7427,0,0
7428,0,0
7429,0,0
7430,0,0
7431,0,0
7432,0,0
7433,0,0
7434,0,0
7435,0,0
7436,0,0
7437,0,0
7438,0,5
7439,81,4
7440,0,0
7441,15,0
